PMID	kw1	kw2	link	link_explicit	QuerySet
33113504	cisplatin/administration & dosage	erbb receptors/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33113504/"", ""33113504"")"	https://pubmed.ncbi.nlm.nih.gov/33113504	pmid-ferroptosi-set.txt
33113504	cisplatin/administration & dosage	heme oxygenase-1/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33113504/"", ""33113504"")"	https://pubmed.ncbi.nlm.nih.gov/33113504	pmid-ferroptosi-set.txt
33113504	cisplatin/administration & dosage	membrane potential mitochondrial/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33113504/"", ""33113504"")"	https://pubmed.ncbi.nlm.nih.gov/33113504	pmid-ferroptosi-set.txt
33113504	cisplatin/administration & dosage	nf-e2-related factor 2/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33113504/"", ""33113504"")"	https://pubmed.ncbi.nlm.nih.gov/33113504	pmid-ferroptosi-set.txt
33113504	cisplatin/administration & dosage	plant leaves/chemistry	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33113504/"", ""33113504"")"	https://pubmed.ncbi.nlm.nih.gov/33113504	pmid-ferroptosi-set.txt
34262021	cisplatin/pharmacology	dna damage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34262021/"", ""34262021"")"	https://pubmed.ncbi.nlm.nih.gov/34262021	pmid-ferroptosi-set.txt
34643088	cisplatin/pharmacology	drug resistance neoplasm/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34643088/"", ""34643088"")"	https://pubmed.ncbi.nlm.nih.gov/34643088	pmid-ferroptosi-set.txt
32685019	cisplatin/pharmacology	drug resistance neoplasm/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32685019/"", ""32685019"")"	https://pubmed.ncbi.nlm.nih.gov/32685019	pmid-ferroptosi-set.txt
34643088	cisplatin/pharmacology	erbb receptors/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34643088/"", ""34643088"")"	https://pubmed.ncbi.nlm.nih.gov/34643088	pmid-ferroptosi-set.txt
32685019	cisplatin/pharmacology	glutaredoxins/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32685019/"", ""32685019"")"	https://pubmed.ncbi.nlm.nih.gov/32685019	pmid-ferroptosi-set.txt
32685019	cisplatin/pharmacology	mitochondria/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32685019/"", ""32685019"")"	https://pubmed.ncbi.nlm.nih.gov/32685019	pmid-ferroptosi-set.txt
34262021	cisplatin/pharmacology	mitochondria/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34262021/"", ""34262021"")"	https://pubmed.ncbi.nlm.nih.gov/34262021	pmid-ferroptosi-set.txt
34643088	cisplatin/pharmacology	n-acetylgalactosaminyltransferases/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34643088/"", ""34643088"")"	https://pubmed.ncbi.nlm.nih.gov/34643088	pmid-ferroptosi-set.txt
32814169	cisplatin/pharmacology	neoplasm invasiveness	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
34262021	cisplatin/pharmacology	neoplasm invasiveness	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34262021/"", ""34262021"")"	https://pubmed.ncbi.nlm.nih.gov/34262021	pmid-ferroptosi-set.txt
34643088	cisplatin/pharmacology	ovarian neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34643088/"", ""34643088"")"	https://pubmed.ncbi.nlm.nih.gov/34643088	pmid-ferroptosi-set.txt
32814169	cisplatin/pharmacology	ovarian neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
34643088	cisplatin/pharmacology	ovary/pathology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34643088/"", ""34643088"")"	https://pubmed.ncbi.nlm.nih.gov/34643088	pmid-ferroptosi-set.txt
32814169	cisplatin/pharmacology	ribosome inactivating proteins type 2/isolation & purification	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32814169/"", ""32814169"")"	https://pubmed.ncbi.nlm.nih.gov/32814169	pmid-ferroptosi-set.txt
32685019	cisplatin/pharmacology	rna interference	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32685019/"", ""32685019"")"	https://pubmed.ncbi.nlm.nih.gov/32685019	pmid-ferroptosi-set.txt
34643088	cisplatin/pharmacology	sirolimus/analogs & derivatives	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34643088/"", ""34643088"")"	https://pubmed.ncbi.nlm.nih.gov/34643088	pmid-ferroptosi-set.txt
32685019	cisplatin/pharmacology	sulfasalazine/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32685019/"", ""32685019"")"	https://pubmed.ncbi.nlm.nih.gov/32685019	pmid-ferroptosi-set.txt
34643088	cisplatin/pharmacology	tor serine-threonine kinases/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34643088/"", ""34643088"")"	https://pubmed.ncbi.nlm.nih.gov/34643088	pmid-ferroptosi-set.txt
34482070	coenzyme a ligases/genetics	ferroptosis/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34482070/"", ""34482070"")"	https://pubmed.ncbi.nlm.nih.gov/34482070	pmid-ferroptosi-set.txt
34482070	coenzyme a ligases/genetics	gene expression regulation neoplastic	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34482070/"", ""34482070"")"	https://pubmed.ncbi.nlm.nih.gov/34482070	pmid-ferroptosi-set.txt
34482070	coenzyme a ligases/genetics	phospholipid hydroperoxide glutathione peroxidase/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34482070/"", ""34482070"")"	https://pubmed.ncbi.nlm.nih.gov/34482070	pmid-ferroptosi-set.txt
37607944	colitis/drug therapy	ferroptosis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/37607944/"", ""37607944"")"	https://pubmed.ncbi.nlm.nih.gov/37607944	pmid-ferroptosi-set.txt
37607944	colitis/drug therapy	gastritis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/37607944/"", ""37607944"")"	https://pubmed.ncbi.nlm.nih.gov/37607944	pmid-ferroptosi-set.txt
33824419	colorectal neoplasms/drug therapy	diterpenes/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33824419/"", ""33824419"")"	https://pubmed.ncbi.nlm.nih.gov/33824419	pmid-ferroptosi-set.txt
32308771	colorectal neoplasms/drug therapy	erbb receptors/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32308771/"", ""32308771"")"	https://pubmed.ncbi.nlm.nih.gov/32308771	pmid-ferroptosi-set.txt
33824419	colorectal neoplasms/drug therapy	organoids/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33824419/"", ""33824419"")"	https://pubmed.ncbi.nlm.nih.gov/33824419	pmid-ferroptosi-set.txt
33824419	colorectal neoplasms/drug therapy	plant extracts/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33824419/"", ""33824419"")"	https://pubmed.ncbi.nlm.nih.gov/33824419	pmid-ferroptosi-set.txt
32835374	colorectal neoplasms/drug therapy	plant extracts/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32835374/"", ""32835374"")"	https://pubmed.ncbi.nlm.nih.gov/32835374	pmid-ferroptosi-set.txt
33824419	colorectal neoplasms/drug therapy	proanthocyanidins/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33824419/"", ""33824419"")"	https://pubmed.ncbi.nlm.nih.gov/33824419	pmid-ferroptosi-set.txt
32308771	colorectal neoplasms/drug therapy	proto-oncogene proteins p21(ras)/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32308771/"", ""32308771"")"	https://pubmed.ncbi.nlm.nih.gov/32308771	pmid-ferroptosi-set.txt
32308771	colorectal neoplasms/drug therapy	sesquiterpenes/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32308771/"", ""32308771"")"	https://pubmed.ncbi.nlm.nih.gov/32308771	pmid-ferroptosi-set.txt
35532958	coordination complexes/pharmacology	glutathione	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35532958/"", ""35532958"")"	https://pubmed.ncbi.nlm.nih.gov/35532958	pmid-ferroptosi-set.txt
35532958	coordination complexes/pharmacology	iridium/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35532958/"", ""35532958"")"	https://pubmed.ncbi.nlm.nih.gov/35532958	pmid-ferroptosi-set.txt
35532958	coordination complexes/pharmacology	photosensitizing agents/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35532958/"", ""35532958"")"	https://pubmed.ncbi.nlm.nih.gov/35532958	pmid-ferroptosi-set.txt
37245288	covid-19	ferroptosis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/37245288/"", ""37245288"")"	https://pubmed.ncbi.nlm.nih.gov/37245288	pmid-ferroptosi-set.txt
37245288	covid-19	nf-e2-related factor 2/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/37245288/"", ""37245288"")"	https://pubmed.ncbi.nlm.nih.gov/37245288	pmid-ferroptosi-set.txt
33881539	covid-19/metabolism	ferritins/chemistry	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33881539/"", ""33881539"")"	https://pubmed.ncbi.nlm.nih.gov/33881539	pmid-ferroptosi-set.txt
33881539	covid-19/metabolism	ferroptosis/physiology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33881539/"", ""33881539"")"	https://pubmed.ncbi.nlm.nih.gov/33881539	pmid-ferroptosi-set.txt
33881539	covid-19/metabolism	homeostasis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33881539/"", ""33881539"")"	https://pubmed.ncbi.nlm.nih.gov/33881539	pmid-ferroptosi-set.txt
33881539	covid-19/metabolism	inflammation/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33881539/"", ""33881539"")"	https://pubmed.ncbi.nlm.nih.gov/33881539	pmid-ferroptosi-set.txt
33881539	covid-19/metabolism	iron/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33881539/"", ""33881539"")"	https://pubmed.ncbi.nlm.nih.gov/33881539	pmid-ferroptosi-set.txt
33881539	covid-19/metabolism	neoplasms/diagnosis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33881539/"", ""33881539"")"	https://pubmed.ncbi.nlm.nih.gov/33881539	pmid-ferroptosi-set.txt
33881539	covid-19/metabolism	tissue distribution	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33881539/"", ""33881539"")"	https://pubmed.ncbi.nlm.nih.gov/33881539	pmid-ferroptosi-set.txt
34983546	crispr-cas systems	drug resistance neoplasm/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34983546/"", ""34983546"")"	https://pubmed.ncbi.nlm.nih.gov/34983546	pmid-ferroptosi-set.txt
34983546	crispr-cas systems	drug synergism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34983546/"", ""34983546"")"	https://pubmed.ncbi.nlm.nih.gov/34983546	pmid-ferroptosi-set.txt
34983546	crispr-cas systems	phosphotransferases (alcohol group acceptor)/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34983546/"", ""34983546"")"	https://pubmed.ncbi.nlm.nih.gov/34983546	pmid-ferroptosi-set.txt
34938072	curcumin/pharmacology	ferroptosis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34938072/"", ""34938072"")"	https://pubmed.ncbi.nlm.nih.gov/34938072	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p15/genetics	cyclin-dependent kinase inhibitor p16/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p15/genetics	ferric compounds/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p15/genetics	ferritins/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p15/genetics	gene expression regulation neoplastic	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p15/genetics	gene regulatory networks	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p15/genetics	homozygote	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p15/genetics	lipocalin-2/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p15/genetics	nitrilotriacetic acid/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p15/genetics	oxidative stress	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p15/genetics	receptors transferrin/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p15/genetics	sequence deletion	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p15/genetics	species specificity	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p16/genetics	ferric compounds/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p16/genetics	ferritins/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p16/genetics	gene expression regulation neoplastic	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p16/genetics	gene regulatory networks	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p16/genetics	homozygote	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p16/genetics	lipocalin-2/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p16/genetics	nitrilotriacetic acid/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p16/genetics	oxidative stress	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p16/genetics	receptors transferrin/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p16/genetics	sequence deletion	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
34699654	cyclin-dependent kinase inhibitor p16/genetics	species specificity	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34699654/"", ""34699654"")"	https://pubmed.ncbi.nlm.nih.gov/34699654	pmid-ferroptosi-set.txt
32957040	cyclin-dependent kinase inhibitor p21/antagonists & inhibitors	endoplasmic reticulum stress/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32957040/"", ""32957040"")"	https://pubmed.ncbi.nlm.nih.gov/32957040	pmid-ferroptosi-set.txt
32957040	cyclin-dependent kinase inhibitor p21/antagonists & inhibitors	neuroendocrine tumors/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32957040/"", ""32957040"")"	https://pubmed.ncbi.nlm.nih.gov/32957040	pmid-ferroptosi-set.txt
32957040	cyclin-dependent kinase inhibitor p21/antagonists & inhibitors	niacinamide/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32957040/"", ""32957040"")"	https://pubmed.ncbi.nlm.nih.gov/32957040	pmid-ferroptosi-set.txt
32957040	cyclin-dependent kinase inhibitor p21/antagonists & inhibitors	phenylurea compounds/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32957040/"", ""32957040"")"	https://pubmed.ncbi.nlm.nih.gov/32957040	pmid-ferroptosi-set.txt
35154576	cyclohexylamines/administration & dosage	epithelial cells/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35154576/"", ""35154576"")"	https://pubmed.ncbi.nlm.nih.gov/35154576	pmid-ferroptosi-set.txt
35154576	cyclohexylamines/administration & dosage	interleukin-13/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35154576/"", ""35154576"")"	https://pubmed.ncbi.nlm.nih.gov/35154576	pmid-ferroptosi-set.txt
35154576	cyclohexylamines/administration & dosage	ovalbumin/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35154576/"", ""35154576"")"	https://pubmed.ncbi.nlm.nih.gov/35154576	pmid-ferroptosi-set.txt
35154576	cyclohexylamines/administration & dosage	oxidative stress/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35154576/"", ""35154576"")"	https://pubmed.ncbi.nlm.nih.gov/35154576	pmid-ferroptosi-set.txt
35154576	cyclohexylamines/administration & dosage	phenylenediamines/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35154576/"", ""35154576"")"	https://pubmed.ncbi.nlm.nih.gov/35154576	pmid-ferroptosi-set.txt
33878610	cyclohexylamines/pharmacology	diosgenin/analogs & derivatives	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33878610/"", ""33878610"")"	https://pubmed.ncbi.nlm.nih.gov/33878610	pmid-ferroptosi-set.txt
32884256	cyclohexylamines/pharmacology	lung/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
33878610	cyclohexylamines/pharmacology	malondialdehyde/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33878610/"", ""33878610"")"	https://pubmed.ncbi.nlm.nih.gov/33878610	pmid-ferroptosi-set.txt
33878610	cyclohexylamines/pharmacology	melanoma/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33878610/"", ""33878610"")"	https://pubmed.ncbi.nlm.nih.gov/33878610	pmid-ferroptosi-set.txt
32884256	cyclohexylamines/pharmacology	neurons/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	cyclohexylamines/pharmacology	neurotoxicity syndromes/etiology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	cyclohexylamines/pharmacology	pc12 cells	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
32884256	cyclohexylamines/pharmacology	phenylenediamines/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
33878610	cyclohexylamines/pharmacology	phenylenediamines/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33878610/"", ""33878610"")"	https://pubmed.ncbi.nlm.nih.gov/33878610	pmid-ferroptosi-set.txt
33878610	cyclohexylamines/pharmacology	rna small interfering	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33878610/"", ""33878610"")"	https://pubmed.ncbi.nlm.nih.gov/33878610	pmid-ferroptosi-set.txt
33878610	cyclohexylamines/pharmacology	transferrin/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33878610/"", ""33878610"")"	https://pubmed.ncbi.nlm.nih.gov/33878610	pmid-ferroptosi-set.txt
32884256	cyclohexylamines/pharmacology	zinc oxide/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32884256/"", ""32884256"")"	https://pubmed.ncbi.nlm.nih.gov/32884256	pmid-ferroptosi-set.txt
37060026	cyclooxygenase 2	ethanol	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/37060026/"", ""37060026"")"	https://pubmed.ncbi.nlm.nih.gov/37060026	pmid-ferroptosi-set.txt
33615565	cysteine/antagonists & inhibitors	ferroptosis/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33615565/"", ""33615565"")"	https://pubmed.ncbi.nlm.nih.gov/33615565	pmid-ferroptosi-set.txt
33615565	cysteine/antagonists & inhibitors	gene expression regulation neoplastic/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33615565/"", ""33615565"")"	https://pubmed.ncbi.nlm.nih.gov/33615565	pmid-ferroptosi-set.txt
33615565	cysteine/antagonists & inhibitors	homocysteine/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33615565/"", ""33615565"")"	https://pubmed.ncbi.nlm.nih.gov/33615565	pmid-ferroptosi-set.txt
33615565	cysteine/antagonists & inhibitors	melanoma/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33615565/"", ""33615565"")"	https://pubmed.ncbi.nlm.nih.gov/33615565	pmid-ferroptosi-set.txt
33615565	cysteine/antagonists & inhibitors	methionine/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33615565/"", ""33615565"")"	https://pubmed.ncbi.nlm.nih.gov/33615565	pmid-ferroptosi-set.txt
33615565	cysteine/antagonists & inhibitors	nf-e2-related factor 2/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33615565/"", ""33615565"")"	https://pubmed.ncbi.nlm.nih.gov/33615565	pmid-ferroptosi-set.txt
33000412	cystine/antagonists & inhibitors	gene expression regulation neoplastic	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33000412/"", ""33000412"")"	https://pubmed.ncbi.nlm.nih.gov/33000412	pmid-ferroptosi-set.txt
33000412	cystine/antagonists & inhibitors	glucose/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33000412/"", ""33000412"")"	https://pubmed.ncbi.nlm.nih.gov/33000412	pmid-ferroptosi-set.txt
33000412	cystine/antagonists & inhibitors	glutamine/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33000412/"", ""33000412"")"	https://pubmed.ncbi.nlm.nih.gov/33000412	pmid-ferroptosi-set.txt
33000412	cystine/antagonists & inhibitors	glutathione/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33000412/"", ""33000412"")"	https://pubmed.ncbi.nlm.nih.gov/33000412	pmid-ferroptosi-set.txt
33000412	cystine/antagonists & inhibitors	histones/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33000412/"", ""33000412"")"	https://pubmed.ncbi.nlm.nih.gov/33000412	pmid-ferroptosi-set.txt
33000412	cystine/antagonists & inhibitors	piperazines/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33000412/"", ""33000412"")"	https://pubmed.ncbi.nlm.nih.gov/33000412	pmid-ferroptosi-set.txt
33000412	cystine/antagonists & inhibitors	sorafenib/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33000412/"", ""33000412"")"	https://pubmed.ncbi.nlm.nih.gov/33000412	pmid-ferroptosi-set.txt
33000412	cystine/antagonists & inhibitors	sulfasalazine/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33000412/"", ""33000412"")"	https://pubmed.ncbi.nlm.nih.gov/33000412	pmid-ferroptosi-set.txt
35867762	cystine/metabolism	gamma-glutamyltransferase/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35867762/"", ""35867762"")"	https://pubmed.ncbi.nlm.nih.gov/35867762	pmid-ferroptosi-set.txt
35867762	cystine/metabolism	glutathione disulfide/deficiency	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35867762/"", ""35867762"")"	https://pubmed.ncbi.nlm.nih.gov/35867762	pmid-ferroptosi-set.txt
34673014	cytosol/metabolism	deoxycytidine/analogs & derivatives	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34673014/"", ""34673014"")"	https://pubmed.ncbi.nlm.nih.gov/34673014	pmid-ferroptosi-set.txt
