human_genes	mouse_genes
IFNA8	Ifna11
IFNA7	Ifna11
IFNA14	Ifna11
IFNA2	Ifna11
IFNA6	Ifna11
IFNA17	Ifna11
IFNA13	Ifna11
IFNA16	Ifna11
IFNA4	Ifna11
IFNA21	Ifna11
IFNA5	Ifna11
IFNA1	Ifna6
IFNA10	Ifna6
IFNA8	Ifna6
IFNA7	Ifna6
IFNA14	Ifna6
IFNA2	Ifna6
IFNA6	Ifna6
IFNA17	Ifna6
IFNA13	Ifna6
IFNA16	Ifna6
IFNA4	Ifna6
IFNA21	Ifna6
IFNA5	Ifna6
IFNA1	Ifna5
IFNA10	Ifna5
IFNA8	Ifna5
IFNA7	Ifna5
IFNA14	Ifna5
IFNA2	Ifna5
IFNA6	Ifna5
IFNA17	Ifna5
IFNA13	Ifna5
IFNA16	Ifna5
IFNA4	Ifna5
IFNA21	Ifna5
IFNA5	Ifna5
IFNA1	Ifna4
IFNA10	Ifna4
IFNA8	Ifna4
IFNA7	Ifna4
IFNA14	Ifna4
IFNA2	Ifna4
IFNA6	Ifna4
IFNA17	Ifna4
IFNA13	Ifna4
IFNA16	Ifna4
IFNA4	Ifna4
IFNA21	Ifna4
IFNA5	Ifna4
CCDC92	Ccdc92
IFNA1	Ifna1
IFNA10	Ifna1
IFNA8	Ifna1
IFNA7	Ifna1
IFNA14	Ifna1
IFNA2	Ifna1
IFNA6	Ifna1
IFNA17	Ifna1
IFNA13	Ifna1
IFNA16	Ifna1
IFNA4	Ifna1
IFNA21	Ifna1
IFNA5	Ifna1
IFNE	Ifne
MYO9A	Myo9a
MIR31	Mir31
CDK11A	Cdk11b
CDK11B	Cdk11b
BATF2	Batf2
ARHGEF9	Arhgef9
CRIP1	Crip1
HSCB	Hscb
CDC14C	Cdc14b
CDC14B	Cdc14b
RAB3IP	Rab3ip
RHCG	Rhcg
AGT	Agt
CCDC88B	Ccdc88b
TEDC1	Tedc1
HELZ2	Helz2
CACNA2D1	Cacna2d1
SLC26A9	Slc26a9
ARL2BP	Arl2bp
NLRC4	Nlrc4
RNU6-346P	Gm24552
RNU6-892P	U6
TMEM121	Tmem121
RNU6-220P	Gm25622
RNVU1-4	Gm23928
RNVU1-30	Gm23928
RNVU1-3	Gm23928
PLEKHG3	Plekhg3
CLASRP	Clasrp
PPIL4	Ppil4
YIPF4	Yipf4
ZNF451	Zfp451
TCP1	Tcp1
CAPN9	Capn9
ZC3H12D	Zc3h12d
MTAP	Mtap
BEST3	Best3
ITGA8	Itga8
PRDX5	Prdx5
LRRC10	Lrrc10
C1orf198	2310022B05Rik
PLLP	Pllp
DGCR8	Dgcr8
PTCH2	Ptch2
SPTB	Sptb
KLHL20	Klhl20
CCL22	Ccl22
TAB2	Tab2
CX3CL1	Cx3cl1
TRMT112	Trmt112
CCL17	Ccl17
UST	Ust
CIAPIN1	Ciapin1
MIR1306	Mir1306
MIR3618	Gm24572
TANGO2	Tango2
CXCR5	Cxcr5
ESRRA	Esrra
SMYD2	Smyd2
MMP23B	Mmp23
PIGQ	Pigq
SASH1	Sash1
PRXL2C	Prxl2c
FAIM	Faim
CATSPERZ	Catsperz
PM20D1	Pm20d1
UQCC1	Uqcc1
COQ9	Coq9
CDKN2B	Cdkn2b
CXADR	Gm1123
KCNK4	Kcnk4
BTBD19	Btbd19
NR2E3	Nr2e3
GPR137	Gpr137
SAMD5	Samd5
HNRNPR	Hnrnpr
MIR185	Mir185
COMT	Comt
ANKRD45	Ankrd45
EIF4G2	Eif4g2
POLR2C	Polr2c
TEX50	Tex50
SLC41A1	Slc41a1
DDX6	Ddx6
TXNRD2	Txnrd2
INPP5D	Inpp5d
CHURC1	Churc1
FAM227A	Fam227a
CHURC1-FNTB	Fntb
FNTB	Fntb
TTC13	Ttc13
CDK20	Cdk20
BAD	Bad
TYK2	Tyk2
STXBP5	Stxbp5
GPX2	Gpx2
RAB15	Rab15
GMEB2	Gmeb2
DMRTA1	Dmrta1
PLCB3	Plcb3
DYNLT4	Dynlt4
FAM240B	Fam240b
KLF18	Zfp352
CBY1	Cby1
ZSWIM6	Zswim6
TOMM22	Tomm22
SNORA29	Gm26130
SNORA20	Snora20
LUZP1	Luzp1
SMIM15	Smim15
NHLRC4	Nhlrc4
ARMC1	Armc1
MAX	Max
PRR35	A930017K11Rik
F13A1	F13a1
JOSD1	Josd1
RAP1GDS1	Rap1gds1
GTPBP1	Gtpbp1
ACAT2	Acat3
GDF5	Gdf5
MIB2	Mib2
STMN3	Stmn3
SNORD97	Gm23262
C14orf119	1700123O20Rik
PRMT1	Prmt1
TUBGCP4	Tubgcp4
LMLN2	Gm29776
RPP21	Rpp21
CEBPE	Cebpe
SLC7A8	Slc7a8
ACAT2	Acat2
PPP1R14B	Ppp1r14b
ARV1	Arv1
RNF212B	Rnf212b
FAM89A	Fam89a
HGSNAT	Hgsnat
PIK3CB	Pik3cb
PIGL	Pigl
HOMEZ	Homez
VEGFB	Vegfb
RPGR	Rpgr
RAB34	Rab34
TRIM39	Trim39
CKMT2	Ckmt2
PPP1R3E	Ppp1r3e
CCSER2	Ccser2
RASGRF2	Rasgrf2
FNDC10	Fndc10
PLK3	Plk3
FAIM	Faiml
DNAJC4	Dnajc4
RNU6-580P	Gm23955
CDC37	Cdc37
TIFAB	Tifab
NEUROG1	Neurog1
MED12L	Med12l
CAPN15	Capn15
CXCL14	Cxcl14
NUDT22	Nudt22
RNU5E-7P	Gm23793
RNU5A-7P	Gm23793
RNU5B-4P	Gm23793
POMK	Pomk
ADGB	Adgb
SLC25A48	Slc25a48
TREH	Treh
MAP2K7	Map2k7
IL9	Il9
TRPT1	Trpt1
SSU72	Ssu72
LECT2	Lect2
PROCA1	Proca1
FERMT3	Fermt3
MAPK9	Mapk9
THSD4	Thsd4
HLA-C	H2-M10.2
HLA-G	H2-M10.2
HLA-F	H2-M10.2
HLA-B	H2-M10.2
HLA-A	H2-M10.2
HLA-E	H2-M10.2
HLA-C	H2-M10.1
HLA-G	H2-M10.1
HLA-F	H2-M10.1
HLA-B	H2-M10.1
HLA-A	H2-M10.1
HLA-E	H2-M10.1
TMEM240	Tmem240
STIP1	Stip1
HLA-C	H2-M10.3
HLA-G	H2-M10.3
HLA-F	H2-M10.3
HLA-B	H2-M10.3
HLA-A	H2-M10.3
HLA-E	H2-M10.3
SNORD38B	Gm22980
SNORD38A	Snord38a
SNORD46	Gm26330
SNORD55	Snord55
ELAVL2	Elavl2
BCL2L2	Bcl2l2
MINDY3	Mindy3
ARVCF	ARVCF
HLA-C	H2-M10.4
HLA-G	H2-M10.4
HLA-F	H2-M10.4
HLA-B	H2-M10.4
HLA-A	H2-M10.4
HLA-E	H2-M10.4
SUN2	Sun2
GRM1	Grm1
TFRC	Tfrc
BCL2L2-PABPN1	Gm20521
RGR	Rgr
RPS6KA4	RPS6KA4
HLA-C	H2-M11
HLA-G	H2-M11
HLA-F	H2-M11
HLA-B	H2-M11
HLA-A	H2-M11
HLA-E	H2-M11
CPEB3	Cpeb3
HLA-C	H2-M9
HLA-G	H2-M9
HLA-F	H2-M9
HLA-B	H2-M9
HLA-A	H2-M9
HLA-E	H2-M9
CEP70	Cep70
LRIT1	Lrit1
HLA-C	H2-M1
HLA-G	H2-M1
HLA-F	H2-M1
HLA-B	H2-M1
HLA-A	H2-M1
HLA-E	H2-M1
LRIT2	Lrit2
CDHR1	Cdhr1
TNK2	Tnk2
WTAP	Wtap
C10orf99	2610528A11Rik
CDH23	Cdh23
GHITM	Ghitm
RXFP4	Rxfp4
SYT6	Syt6
IZUMO3	Izumo3
PABPN1	Pabpn1
LARP7	Gm12666
KIF2C	Kif2c
PDE4A	Pde4a
GPR171	Gpr171
HLA-C	H2-M10.5
HLA-G	H2-M10.5
HLA-F	H2-M10.5
HLA-B	H2-M10.5
HLA-A	H2-M10.5
HLA-E	H2-M10.5
ASB15	Asb15
ATG4A	Atg4a-ps
OLFML3	Olfml3
HLA-C	H2-M10.6
HLA-G	H2-M10.6
HLA-F	H2-M10.6
HLA-B	H2-M10.6
HLA-A	H2-M10.6
HLA-E	H2-M10.6
RNU1-31P	Gm23741
BCL2L12	Bcl2l12
SOD2	Sod2
STPG2	Stpg2
MARCHF5	Marchf5
LMOD2	Lmod2
CENPV	Cenpv
GPR31	Gpr31b
GALNT18	Galnt18
NPTXR	Nptxr
RAB11FIP3	Rab11fip3
IDE	Ide
PTER	Pter
BEND6	Bend6
NRG3	Nrg3
RNU6-4P	U6
TUSC1	Tusc1
UBB	Ubb
P2RY14	P2ry14
RNU5E-1	U5
RNU5E-4P	U5
ARMH1	Armh1
NBR1	Nbr1
CCDC90B	Ccdc90b
AMER1	Amer1
GPR87	Gpr87
C1QL3	C1ql3
CBX6	Npcd
RNU6-792P	U6
P2RY13	P2ry13
SH2D4B	Sh2d4b
ATAD3A	Atad3a
PROX1	Prox1
KIF11	Kif11
OTC	Otc
TP53BP1	Trp53bp1
PDHA2	Pdha2
P2RY12	P2ry12
DDX47	Ddx47
TSPAN14	Tspan14
DOK4	Dok4
ASB12	Asb12
MTFR1	Mtfr1
RN7SL674P	Gm23153
RAB29	Rab29
U2	Gm23345
SLC22A17	Slc22a17
TSPAN7	Tspan7
TICRR	Ticrr
RNU6-288P	U6
SPTBN2	Sptbn2
ESYT3	Esyt3
NUCKS1	Nucks1
MAP2K7	Gm49320
MID1IP1	Mid1ip1
TRIM67	Trim67
PRDX6	Prdx6
ZC4H2	Zc4h2
DECR2	Decr2
KHDC4	Khdc4
TGFBR3L	Tgfbr3l
GPRC5A	Gprc5a
CCDC102A	Ccdc102a
KEAP1	Keap1
EFS	Efs
GPRC5D	Gprc5d
TMEM237	Tmem237
FNTA	Fnta
HEBP1	Hebp1
IL25	Il25
KDM1A	Kdm1a
CMTM5	Cmtm5
H2AL1RP	H2al1a
H2AL1RP	H2al1b
H2AL1RP	H2al1c
H2AL1RP	H2al1d
RBM4B	Rbm4b
H2AL1RP	H2al1e
WASL	Wasl
H2AL1RP	H2al1f
H2AL1RP	H2al1g
H2AL1RP	H2al1h
H2AL1RP	H2al1i
H2AL1RP	H2al1j
ZC3H12B	Zc3h12b
TCP10L2	Tcp10b
TCP10L	Tcp10b
PRXL2A	Prxl2a
MRAS	Mras
MUC4	Muc4
RBM4	Rbm4
RBM14-RBM4	Rbm4
C1orf131	2810004N23Rik
MUC20	Muc20
MID1	Mid1
RELB	Relb
SNAPC2	Snapc2
RUBCN	Rubcn
S1PR5	S1pr5
CTXN1	Ctxn1
RNU6-396P	Gm25141
RSU1	Rsu1
CYP26B1	Cyp26b1
SCARNA4	Gm25820
SNORA80E	SNORA80E
HOOK3	Hook3
IGSF10	Igsf10
NME9	Nme9
ATG4D	Atg4d
CBX6	Cbx6
NME4	Nme4
LRRC49	Lrrc49
CHEK2	Chek2
HYAL4	Hyal4
DYDC2	Dydc2
SLC45A3	Slc45a3
SPAM1	Spam1
DYDC1	Dydc1
RIT1	Rit1
CEP250	Cep250
UNC93A	Unc93a
SPAM1	Hyal5
TNFSF4	Tnfsf4
IRF3	Irf3
ADGRG5	Adgrg5
TMEM229A	Tmem229a
ELK4	Elk4
ZNF664	Zfp664
MAT1A	Mat1a
HERC3	Herc3
RPS6KC1	Rps6kc1
SFTPA1	Sftpa1
SFTPA2	Sftpa1
RFLNA	Rflna
AADACL2	Aadacl2
TTC28	Ttc28
CAPZA1	4933400A11Rik
MYH6	Myh6
AADAC	Aadac
CAAP1	Caap1
RNU6-59P	U6
PGAP6	Pgap6
LAS1L	Las1l
SYT11	Syt11
TIMM44	Timm44
CLPTM1	Clptm1
TEX46	Tex46
TNFSF18	Tnfsf18
TMEM53	Tmem53
SUCNR1	Sucnr1
FASLG	Fasl
RNU6-782P	Gm24382
HIPK1	Hipk1
LACTBL1	Lactbl1
FAM234B	Fam234b
VWA1	Vwa1
SUPT6H	Supt6
ANGEL2	Angel2
PDS5B	Pds5b
TMEM88B	Tmem88b
APOC2	Apoc2
APOC4-APOC2	Apoc2
ANKRD65	Ankrd65
GNPAT	Gnpat
PLAA	Plaa
APOC2	Gm44805
APOC4-APOC2	Gm44805
APOC4	Apoc4
SCAF1	Scaf1
TCP10L2	Tcp10c
TCP10L	Tcp10c
MIR196A2	Mir196a-2
MSN	Msn
FYTTD1	Fyttd1
GPR37	Gpr37
MRPL20	Mrpl20
NAP1L5	Nap1l5
EXOC6B	Exoc6b
MIR208A	Mir208a
APOBEC3H	Apobec3
SDF2	Sdf2
MRPL28	Mrpl28
SFTPD	Sftpd
KRI1	Kri1
TRPV2	Trpv2
EXOC8	Exoc8
SPRTN	Sprtn
SUCO	Suco
ANKRD42	Ankrd42
IFT74	Ift74
EGLN1	Egln1
TSNAX	Tsnax
ELAVL1	Elavl1
SNORD49B	Snord49b
SNORD49A	Snord49a
SNORD65	Snord65
LARP6	Larp6
RASGEF1C	Rasgef1c
CDKN2D	Cdkn2d
AXIN1	Axin1
MIR223	Mir223
VSIG4	Vsig4
UNC5C	Unc5c
ARMC8	Armc8
POT1	Pot1a
GRIN2A	Grin2a
CCNL2	Ccnl2
VASH2	Vash2
MYH7	Myh7
SPR	Spr
C1orf105	4930558K02Rik
RNF170	Rnf170
BAIAP2	Baiap2
PIGC	Pigc
MAP1A	Map1a
PDIA2	Pdia2
APOC1	Apoc1
FLVCR1	Flvcr1
FAM13A	Fam13a
BCOR	Bcor
LRRC19	Lrrc19
DBR1	Dbr1
RRAS	Rras
RNF220	Rnf220
SPATA45	Spata45
C20orf173	6430550D23Rik
MFSD4A	Mfsd4a
ARHGDIG	Arhgdig
KIF7	Kif7
RGS11	Rgs11
A4GNT	A4gnt
PDE7A	Pde7a
AP1M2	Ap1m2
GSG1	Gsg1
CBX7	Cbx7
RNU6-1174P	Gm24630
DYNC1I2	Dync1i2
PITPNB	Pitpnb
MIR208B	Mir208b
KL	Kl
NGDN	Ngdn
RNF170	Gm45692
LRRC75A	Lrrc75a
DISC1	Disc1
EMX1	Emx1
MN1	Mn1
BIRC6	Birc6
PDGFB	Pdgfb
UACA	Uaca
MMGT1	Mmgt2
PEBP1	Pbp2
EPHB2	Ephb2
PRR12	Prr12
TIGD2	Tigd2
GPRIN3	Gprin3
RNF130	Rnf130
PCF11	Pcf11
RPL3	Rpl3
GRM8	Grm8
ZFHX2	Zfhx2
CDK18	Cdk18
MIR340	Mir340
RN7SKP12	7SK
DCLRE1B	Dclre1b
TMEM106A	Tmem106a
SNORD83B	Snord83b
SNORD83A	SNORD83A
SYNGR1	Syngr1
VSIR	Vsir
THTPA	Thtpa
STARD13	Stard13
MIR592	Mir592
SFXN5	Sfxn5
APOE	Apoe
DNAJC5B	Dnajc5b
THAP1	Thap1
TAB1	Tab1
ATG16L1	Atg16l1
ADGRG1	Adgrg1
CCDC200	Gm11634
MGAT3	Mgat3
C10orf105	Gm17455
KIAA0100	2610507B11Rik
TRIM55	Trim55
EMP1	Emp1
SLC29A3	Slc29a3
MIEF1	Mief1
AURKAIP1	Aurkaip1
RBMX	Gm7324
CRH	Crh
USP47	Usp47
HGF	Hgf
SHPRH	Shprh
BMPR1B	Bmpr1b
ITPR1	Itpr1
C1QB	C1qb
RNASE3	Ear1
RNASE2	Ear1
ATF4	Atf4
AP1G2	Ap1g2
ATP6AP2	Atp6ap2
C1QC	C1qc
C1QA	C1qa
RPS19BP1	Rps19bp1
ERI3	Eri3
CACNA1I	Cacna1i
CXorf38	1810030O07Rik
ZNF287	Zfp287
HEPH	Heph
EPHA8	Epha8
RDM1	Rdm1
YY1AP1	Gon4l
GON4L	Gon4l
MXRA8	Mxra8
ENTHD1	Enthd1
ARL4D	Arl4d
GRAP2	Grap2
CERS4	Cers4
RSKR	Rskr
DMAP1	Dmap1
FAM83F	Fam83f
JPH4	Jph4
ZNF286A	Zfp286
TNRC6B	Tnrc6b
FBXO30	Fbxo30
ZBTB40	Zbtb40
UNC5B	Unc5b
TBC1D14	Tbc1d14
ITGAM	Itgam
RNASE3	Ear10
RNASE2	Ear10
TBC1D9B	Tbc1d9b
ANG	Ang5
ANG	Ang6
DHRS2	Dhrs2
MIR711	Mir711
KLF17	Klf17
UCN2	Ucn2
DZIP1L	Dzip1l
TEK	Tek
ADGRG3	Adgrg3
AP4B1	Ap4b1
RNASE3	Ear2
RNASE2	Ear2
MPP4	Mpp4
EPM2A	Epm2a
ZNF703	Zfp703
ADSL	Adsl
DHRS4	Dhrs4
DHRS4L2	Dhrs4
PCBD1	Pcbd1
SHCBP1	Shcbp1
RNU1-133P	Gm23680
SNORA73	Gm25139
SGPL1	Sgpl1
MED14	Med14
SPAG5	Spag5
DRC7	Drc7
WNT4	Wnt4
EQTN	Eqtn
SLC44A2	Slc44a2
MRNIP	Mrnip
AP4B1	Gm43064
SLC10A2	Slc10a2
BCL2L15	Bcl2l15
TRIM16	Trim16
RAB11FIP5	Rab11fip5
MBNL1	Mbnl1
DVL1	Dvl1
KATNB1	Katnb1
SNCA	Snca
UTRN	Utrn
DHX8	Dhx8
PTGDR	Ptgdr
NOTO	Noto
SGSM3	Sgsm3
MMRN1	Mmrn1
PTGER2	Ptger2
CARMIL3	Carmil3
EDA2R	Eda2r
ZNF800	Zfp800
SIPA1L2	Sipa1l2
ALDOC	Aldoc
TAS1R3	Tas1r3
CUBN	Cubn
CDC42	Cdc42
AR	Ar
LEMD1	Lemd1
PHLDB1	Phldb1
BHLHE40	Bhlhe40
KLHDC8A	Klhdc8a
AATK	Aatk
GCC1	Gcc1
AFDN	Afdn
TATDN3	Tatdn3
SMYD5	Smyd5
RNU6-1167P	U6
CPTP	Cptp
CRYBA4	Cryba4
MRTFA	Mrtfa
CELA3A	Cela3a
CELA3B	Cela3a
MYSM1	Mysm1
MSTO1	Msto1
TRDMT1	Trdmt1
GRIN2B	Grin2b
RAB30	Rab30
MAP10	Map10
KIAA0232	D5Ertd579e
ERLIN2	Erlin2
SLC25A12	Slc25a12
DKK3	Dkk3
STX11	Stx11
ITGAM	Gm49368
DDX3X	Ddx3x
BLOC1S4	Bloc1s4
SF3B5	Sf3b5
TBATA	Tbata
MRFAP1	Mrfap1
MRFAP1L1	Mrfap1
TXNDC16	Txndc16
DNM3	Dnm3
SEMA3C	Sema3c
ARF5	Arf5
CELA3A	Cela3b
CELA3B	Cela3b
P2RY1	P2ry1
RAP2B	Rap2b
OPHN1	Ophn1
FSCN3	Fscn3
PTPN22	Ptpn22
PRADC1	Pradc1
JUN	Jun
ERGIC3	Ergic3
CRYBB1	Crybb1
EFNB2	Efnb2
RYR1	Ryr1
EIF4A3	Eif4a3l1
ARL8B	Arl8b
PIGS	Pigs
INTS11	Ints11
RFC3	Rfc3
ARGLU1	Arglu1
ARHGEF26	Arhgef26
SQSTM1	Sqstm1
NTPCR	Ntpcr
U4	U4
ADAMTS14	Adamts14
CCSER1	Ccser1
NYX	Nyx
RSBN1	Rsbn1
YIPF6	Yipf6
MAN2B2	Man2b2
HAT1	Hat1
FAM155A	Fam155a
NSL1	Nsl1
CDRT1	Fbxw10
FBXW10	Fbxw10
STARD8	Stard8
CP	Cp
RNU6-277P	Gm22212
MCHR1	Mchr1
EDEM1	Edem1
PRF1	Prf1
LIG4	Lig4
SLC25A17	Slc25a17
MIR199A2	Mir199a-2
PUSL1	Pusl1
MIR214	Mir214
ABHD13	Abhd13
PALD1	Pald1
BATF3	Batf3
FAM234A	Fam234a
TNFSF13B	Tnfsf13b
TPST2	Tpst2
NUAK2	Nuak2
CPNE6	Cpne6
RNU6-391P	U6
EFNB1	Efnb1
PCNX2	Pcnx2
SLC6A9	Slc6a9
ST13	St13
UNC119	Unc119
NODAL	Nodal
GRID2	Grid2
EIF4EBP2	Eif4ebp2
PJA1	Pja1
FAM71A	Fam71a
LRRC20	Lrrc20
SAG	Sag
PPP2R2C	Ppp2r2c
FAM155B	Tmem28
TVP23C-CDRT4	Tvp23b
TVP23B	Tvp23b
TVP23C	Tvp23b
EDA	Eda
ATOH1	Atoh1
NPFFR1	Npffr1
PPA1	Ppa1
ATF7IP	Atf7ip
TFIP11	Tfip11
VIM	Vim
MGAT4B	Mgat4b
CLDN18	Cldn18
XPNPEP3	Xpnpep3
SAR1A	Sar1a
MAP3K21	Map3k21
DACT2	Dact2
PLPBP	Plpbp
ATF3	Atf3
WFS1	Wfs1
SOX14	Sox14
CCT7	Cct7
TMCC2	Tmcc2
TYSND1	Tysnd1
CDRT4	Cdrt4
GPR137C	Gpr137c
DNAJB7	Dnajb7
FOXN1	Foxn1
RBX1	Rbx1
AIFM2	Aifm2
ST8SIA6	St8sia6
IL20RB	Il20rb
NRL	Nrl
SMOC2	Smoc2
ALS2	Als2
TEKT3	Tekt3
ARCN1	Arcn1
SRRD	Srrd
METAP1D	Metap1d
ERO1A	Ero1a
EP300	Ep300
PLIN1	Plin1
HPS4	Hps4
DHX36	Dhx36
CCDC24	Ccdc24
SLC13A2	Slc13a2
AWAT2	Awat2
PLAGL1	Plagl1
TTC27	Ttc27
PFKFB4	Pfkfb4
GRM7	Grm7
PSMC6	Psmc6
ETV4	Etv4
DLX1	Dlx1
OTUD6A	Otud6a
GPR149	Gpr149
KCNK1	Kcnk1
CASK	Cask
HSPG2	Hspg2
SPAG4	Spag4
SLC35F3	Slc35f3
HPS3	Hps3
L3MBTL2	L3mbtl2
RN7SKP242	7SK
EEF1AKNMT	Eef1aknmt
PLBD1	Plbd1
JAKMIP1	Jakmip1
COA6	Coa6
PEX11A	Pex11a
DDIAS	Ddias
TARBP1	Tarbp1
LMCD1	Lmcd1
DLX2	Dlx2
NENF	Nenf
PCK2	Pck2
FBXO41	Fbxo41
PACC1	Pacc1
TOMM40	Tomm40
HACD1	Hacd1
IRF2BP2	Irf2bp2
DGKD	Dgkd
ADGRA2	Adgra2
ASPHD2	Asphd2
SLC46A1	Slc46a1
LUC7L	Luc7l
WDR93	Wdr93
C4orf50	Gm1043
MAML1	Maml1
EGR4	Egr4
NCK1	Nck1
CD36	Cd36
SSUH2	Ssu2
STAM	Stam
MEOX1	Meox1
MESP1	Mesp1
SLC35G2	Slc35g2
MESP2	Mesp2
PMP22	Pmp22
IFT46	Ift46
MME	Mme
PRCP	Prcp
CDK15	Cdk15
FGGY	Fggy
STYX	Styx
CAV3	Cav3
CHADL	Chadl
OXTR	Oxtr
SOST	Sost
PAX4	Pax4
TOMM20	Tomm20
RANGAP1	Rangap1
HS3ST3B1	Hs3st3b1
THBS2	Thbs2
TMEM236	Tmem236
SNORA14B	Gm26397
BRF2	Brf2
SARM1	Sarm1
MRC1	Mrc1
MACROH2A2	Macroh2a2
NECTIN2	Nectin2
PPP2R5A	Ppp2r5a
GNPNAT1	Gnpnat1
KIFC3	Kifc3
ZC2HC1B	Zc2hc1b
LTV1	Ltv1
TMEM25	Tmem25
MIR511	Mir511
SLC39A12	Slc39a12
FZD7	Fzd7
DSTYK	Dstyk
COX10	Cox10
PHACTR2	Phactr2
NEURL1B	Neurl1b
ITGAX	Itgax
CANX	Canx
OR12D3	Olfr109
LDLRAD2	Ldlrad2
DAP3	Dap3
IGBP1	Igbp1
IGBP1P2	Igbp1
FERMT2	Fermt2
ACAP3	Acap3
DUSP1	Dusp1
ZC3H7B	Zc3h7b
DGAT2L6	Dgat2l6
SHISA5	Shisa5
ITGA6	Itga6
OR5V1	Olfr110
KIAA2012	Gm973
OR5V1	Olfr111
GNAT3	Gnat3
GPR82	Gpr82
SMARCAD1	Smarcad1
RNU6-709P	Gm25552
U6	Gm25552
RNU6-930P	Gm25552
RNU6-999P	Gm25552
RNU6-1160P	Gm25552
RNU6-420P	Gm25552
AWAT1	Awat1
WDR27	Wdr27
FUCA2	Fuca2
TEF	Tef
CBY3	Cby3
P2RY4	P2ry4
DCAF11	Dcaf11
GNAI1	Gnai1
RNU6-710P	U6
CEP131	Cep131
COL13A1	Col13a1
VAMP4	Vamp4
MAOA	Maoa
CRMP1	Crmp1
B4GALT2	B4galt2
TOB2	Tob2
PHF5A	Phf5a
ARR3	Arr3
ACO2	Aco2
C6orf120	1600012H06Rik
GUCY2C	Gucy2c
PHF10	Phf10
ATP6V0B	Atp6v0b
ZNF563	Zfp961
ZNF443	Zfp961
ZNF823	Zfp961
ZNF433	Zfp961
ZNF799	Zfp961
ZNF700	Zfp961
ZNF441	Zfp961
ZNF44	Zfp961
ZNF442	Zfp961
TTC36	Ttc36
POLR3H	Polr3h
MYOC	Myoc
TREX1	Trex1
EVC	Evc
ATRIP	Atrip
DPH2	Dph2
DTL	Dtl
DYNLT2	Dynlt2a3
CYP4F3	Cyp4f18
IPO13	Ipo13
CSDC2	Csdc2
VTN	Vtn
OR14J1	Olfr125
PDZD11	Pdzd11
RBM34	Rbm34
PMM1	Pmm1
ERMARD	9030025P20Rik
ALMS1	Alms1
RNU6-687P	U6
ASH1L	Ash1l
HS3ST3A1	Hs3st3a1
ILF3	Ilf3
CFAP97D1	Cfap97d1
EFHC2	Efhc2
ERGIC1	Ergic1
PEX3	Pex3
FITM1	Fitm1
RAB11FIP1	Rab11fip1
HOOK1	Hook1
PSME1	Psme1
SEBOX	Sebox
RNU6-985P	U6
RNU6-1340P	U6
KIF4A	Kif4
NDUFB11	Ndufb11b
TMEM199	Tmem199
XRCC6	Xrcc6
PDK1	Pdk1
HPGDS	Hpgds
RBBP5	Rbbp5
EVC2	Evc2
PHTF1	Phtf1
TEPSIN	Tepsin
FUNDC1	Fundc1
MYO16	Myo16
NAT8	Nat8f7
NAT8B	Nat8f7
NAT8	Nat8f3
NAT8B	Nat8f3
RN7SKP220	7SK
RNU6-1146P	U6
NOSIP	Nosip
DUSP21	Dusp21
GDPD2	Gdpd2
NAT8	Nat8f6
NAT8B	Nat8f6
ADAT2	Adat2
STK32B	Stk32b
NAT8	Nat8f5
NAT8B	Nat8f5
DYNLT2	Dynlt2a2
PPIP5K1	Ppip5k1
NAT8	Nat8
NAT8B	Nat8
DESI1	Desi1
NAT8	Nat8f2
NAT8B	Nat8f2
CYTL1	Cytl1
QRFPR	Qrfprl
NDUFAF8	Ndufaf8
ERMARD	Gm3435
POLDIP2	Poldip2
MSX1	Msx1
DDHD1	Ddhd1
SNU13	Snu13
SEZ6L	Sez6l
DLG3	Dlg3
NAT8	Nat8f4
NAT8B	Nat8f4
NEUROG3	Neurog3
TMEM81	Tmem81
USP40	Usp40
AIG1	Aig1
ATP6V0E1	Atp6v0e
NAT8	Nat8f1
NAT8B	Nat8f1
GHR	Ghr
ARTN	Artn
DYNLT2	Dynlt2a1
CYP2J2	Cyp2j13
BCAM	Bcam
HNRNPH1	Hnrnph1
TSPAN15	Tspan15
CREBRF	Crebrf
HIVEP2	Hivep2
GOT1L1	Got1l1
USP48	Usp48
C12orf60	BC049715
SND1	Snd1
ANPEP	Anpep
OR2J3	Olfr137
OR2J2	Olfr137
OR2J1	Olfr137
ADRB3	Adrb3
FBXO4	Fbxo4
ADGRG6	Adgrg6
BNIP1	Bnip1
TPM4	Tpm4
C5orf51	AW549877
KDM6A	Kdm6a
TMA7	Tma7
RUFY1	Rufy1
OXCT1	Oxct1
CCDC51	Ccdc51
ERMARD	Ermard
IRS2	Irs2
QTRT1	Qtrt1
EIF4EBP1	Eif4ebp1
EMC9	Emc9
TNFAIP1	Tnfaip1
HLTF	Hltf
AP3S2	Ap3s2
NOP58	Nop58
TNIP3	Tnip3
RAB8A	Rab8a
VTA1	Vta1
BMP4	Bmp4
HSH2D	Hsh2d
NKX2-5	Nkx2-5
KMT2A	Kmt2a
MEI1	Mei1
RN7SKP116	7SK
CIB3	Cib3
SMCO3	Smco3
MPP3	Mpp3
NMBR	Nmbr
LRRC4	Lrrc4
FAM32A	Fam32a
NDNF	Ndnf
PSME2	Psme2
DLL1	Dll1
CNGB1	Cngb1
MIR129-1	Mir129-1
ART4	Art4
UBE2J2	Ube2j2
