"KW"	"category"	"node_weight"	"occurrence"	"btw_cnt"	"cls_cnt"	"strength"	"qscore"	"Knode"	"ranking"	"CommunityMembership"
"glutathione disulfide/deficiency"	"MESH"	0.0057142857142857	1	0	0.749076902129622	3.52388390730421	0.212284970574921	101.624166061312	569	5
"glutathione peroxidase/metabolism"	"MESH"	0.0057142857142857	1	0.933333333333333	0.670255206131777	3.13234125093707	0.1753020314622	152.255774492615	158	12
"glutathione/antagonists & inhibitors"	"MESH"	0.0057142857142857	1	0	0.752126225029941	5.09005453277274	0.413259676324129	109.3699191573	487	5
"glutathione/biosynthesis"	"MESH"	0.0114285714285714	2	9	0.804621055590064	5.4468610111902	0.47955098460842	141.281830663629	238	8
"glutathione/metabolism"	"MESH"	0.0342857142857142	6	4324.66666666667	0.860602135673939	17.2511956260122	0.907685887279312	115.366738938807	420	14
"glutathione/pharmacology"	"MESH"	0.0114285714285714	2	1	0.670815972389823	5.09005453277274	0.435938561000453	138.812690118692	245	7
"glutathione/therapeutic use"	"MESH"	0.0084745762711864	1	0	0.727704053384338	2.49764534892221	0.117452750113173	95.6650535178077	662	11
"glypicans/therapeutic use"	"MESH"	0.0084745762711864	1	0	0.721633730999759	1.78403239208729	0.0722116908103214	98.4976888906659	612	2
"golgi apparatus/metabolism"	"MESH"	0.0084745762711864	1	0	0.669487468314673	2.85445182733967	0.152253564961521	144.73000659606	211	1
"head and neck neoplasms/drug therapy"	"MESH"	0.0114285714285714	2	27	0.864815616359158	6.97977190804802	0.605123924852875	154.722699784492	144	6
"heart/physiology"	"MESH"	0.0057142857142857	1	0	0.697320787789878	6.26468250187414	0.457630715255772	174.343237695303	39	9
"hek293 cells/metabolism"	"MESH"	0.0084745762711864	1	0	0.520211248867552	3.56806478417459	0.237515561339973	55.5376696434085	747	11
"heme oxygenase-1/genetics"	"MESH"	0.0057142857142857	1	0	0.767752072892568	5.05531835482307	0.382808963331824	125.307721041853	347	10
"hemin"	"MESH"	0.0084745762711864	1	0	0.718655147359763	3.92487126259205	0.269706315074694	96.8174883687567	637	14
"hemin/chemistry"	"MESH"	0.0084745762711864	1	0	0.645094895407753	3.21125830575713	0.197494624264373	110.10675383433	474	14
"hemin/pharmacology"	"MESH"	0.0114285714285714	2	12	0.975837273027126	4.56252006328482	0.349758799230421	87.0560491581034	691	2
"hemoglobins/chemistry"	"MESH"	0.0084745762711864	1	0	0.770010052304879	3.56806478417459	0.237515561339973	124.309921820487	366	9
"hemolysis"	"MESH"	0.0057142857142857	1	0	0.777961859738029	2.74079859456994	0.140943300135808	123.537512284164	382	3
"hemorrhage"	"MESH"	0.0084745762711864	1	0	0.721794082285898	1.42722591366984	0.0330607741059303	97.9281684232704	620	2
"hep g2 cells"	"MESH"	0.04	7	4767.15	1.17013341261576	15.6167469026828	0.900205834087823	74.283401463977	710	2
"heterografts"	"MESH"	0.0084745762711864	1	0	0.520211248867552	3.56806478417459	0.237515561339973	55.5376696434085	748	11
"histones/genetics"	"MESH"	0.0057142857142857	1	0	0.752126225029941	5.09005453277274	0.413259676324129	109.3699191573	486	5
"histones/metabolism"	"MESH"	0.0057142857142857	1	1.46590909090909	0.699522890972455	7.04776781460841	0.575147125396107	169.334355958839	66	6
"hl-60 cells"	"MESH"	0.0057142857142857	1	0	0.683776195235423	3.52388390730421	0.212284970574921	147.01600849408	183	6
"homeostasis"	"MESH"	0.0171428571428571	3	635.25	1.04816571071377	6.81212598996652	0.688065866908103	133.299849245935	304	9
"homeostasis/drug effects"	"MESH"	0.0171428571428571	3	462.333333333333	0.638700217141349	7.62243605964463	0.72960757129923	147.384980533293	182	12
"homocysteine/genetics"	"MESH"	0.0084745762711864	1	0	0.670139621331554	4.28167774100951	0.287976742870077	159.480620951951	102	4
"homozygote"	"MESH"	0.0057142857142857	1	0	0.786933041456137	7.01303163665874	0.527232344952467	145.500090107738	201	5
"hsp27 heat-shock proteins/genetics"	"MESH"	0.0084745762711864	1	0	0.608623380944751	2.49764534892221	0.117452750113173	90.9111017765599	673	4
"human umbilical vein endothelial cells"	"MESH"	0.0084745762711864	1	0	0.645094895407753	3.21125830575713	0.197494624264373	110.10675383433	473	14
"hyaluronic acid/chemistry"	"MESH"	0.0084745762711864	1	0	0.724389427975016	4.63848421942697	0.348878168854685	111.691534069162	452	13
"hydrogels"	"MESH"	0.0057142857142857	1	0	0.746827311718792	6.26468250187414	0.457630715255772	104.340994826442	518	3
"hydrogen peroxide"	"MESH"	0.0084745762711864	1	0	0.718655147359763	3.92487126259205	0.269706315074694	96.8174883687567	636	14
"hydrogen peroxide/pharmacology"	"MESH"	0.0228571428571428	4	409.333333333333	0.795763629998256	14.4176059296846	0.816291308284292	162.453786881631	94	8
"hydrogen peroxide/therapeutic use"	"MESH"	0.0084745762711864	1	0	0.721697439909905	1.42722591366984	0.0330607741059303	97.887954356982	628	3
"hydroxyl radical/metabolism"	"MESH"	0.0084745762711864	1	0	0.645094895407753	3.21125830575713	0.197494624264373	110.10675383433	471	14
"hyperalgesia/drug therapy"	"MESH"	0.0057142857142857	1	9.21428571428572	0.685308801844864	6.65622515824128	0.585573223177909	174.043324987898	45	1
"hypotonic solutions/pharmacology"	"MESH"	0.0057142857142857	1	0	0.746827311718792	6.26468250187414	0.457630715255772	104.340994826442	513	3
"hypoxia"	"MESH"	0.0084745762711864	1	0	0.721005292067422	1.42722591366984	0.0330607741059303	100.66355953461	582	-1
"hypoxia-inducible factor 1 alpha subunit"	"MESH"	0.0084745762711864	1	0	0.718655147359763	3.92487126259205	0.269706315074694	96.8174883687567	635	14
"hypoxia/drug therapy"	"MESH"	0.0171428571428571	3	110	0.982250232903308	8.23479338130844	0.687908485174287	84.2283302306288	695	14
"imidazoles/chemistry"	"MESH"	0.0114285714285714	2	24	0.781061803020513	6.87408692486004	0.596856962992304	115.118627648801	421	3
"imidazoles/pharmacology"	"MESH"	0.0171428571428571	3	459.138888888889	0.797008064868333	10.3979708321642	0.781858306926211	137.750839990142	258	7
"immune checkpoint inhibitors/pharmacology"	"MESH"	0.0084745762711864	1	0	0.724389427975016	4.63848421942697	0.348878168854685	111.691534069162	459	13
"immunogenic cell death"	"MESH"	0.0084745762711864	1	0	0.725280989974209	1.07041943525238	0.00870020371208692	104.514741666565	509	2
"immunogenic cell death/drug effects"	"MESH"	0.0057142857142857	1	0.933333333333333	0.670255206131777	3.13234125093707	0.1753020314622	152.255774492615	157	12
"immunologic memory"	"MESH"	0.0084745762711864	1	0	0.724389427975016	4.63848421942697	0.348878168854685	111.691534069162	456	13
"indoles/chemistry"	"MESH"	0.0057142857142857	1	0.285714285714286	0.6736007123071	3.91542656367134	0.264535706201901	148.579698595566	172	14
"indoles/pharmacology"	"MESH"	0.0057142857142857	1	0.933333333333333	0.670255206131777	3.13234125093707	0.1753020314622	152.255774492615	155	12
"inflammation"	"MESH"	0.0057142857142857	1	9.21428571428572	0.685308801844864	6.65622515824128	0.585573223177909	174.043324987898	48	1
"inflammation/metabolism"	"MESH"	0.0084745762711864	1	0	0.723970643122318	3.21125830575713	0.197494624264373	138.051418900072	256	9
"insulin/pharmacology"	"MESH"	0.0114285714285714	2	0	0.872838874822698	2.67280268800954	0.118322770484382	103.388121306708	551	-1
"integrases/metabolism"	"MESH"	0.0057142857142857	1	0	0.697320787789878	6.26468250187414	0.457630715255772	174.343237695303	36	9
"interferon-gamma/metabolism"	"MESH"	0.0057142857142857	1	0	0.748781097408571	4.69851187640561	0.373238739248529	135.079371252703	282	2
"interleukin-1/pharmacology"	"MESH"	0.0114285714285714	2	225.833333333333	0.701197527305411	5.48159718913988	0.546245473064735	121.589275782313	397	11
"interleukin-13/pharmacology"	"MESH"	0.0084745762711864	1	0	0.587512622328003	4.63848421942697	0.348878168854685	133.855458387344	298	11
"interleukin-6/pharmacology"	"MESH"	0.0057142857142857	1	0	0.575496668407077	4.69851187640561	0.373238739248529	103.988138936141	538	11
"intracellular signaling peptides and proteins/biosynthesis"	"MESH"	0.0057142857142857	1	0	0.770368988429317	4.69851187640561	0.373238739248529	131.870871140223	311	9
"intracellular signaling peptides and proteins/metabolism"	"MESH"	0.0084745762711864	1	0	0.722264979976615	1.42722591366984	0.0330607741059303	101.601527053952	572	-1
"iodates/adverse effects"	"MESH"	0.0084745762711864	1	0	0.555528598596857	1.78403239208729	0.0722116908103214	113.128979725368	444	8
"iridium/pharmacology"	"MESH"	0.0084745762711864	1	0	0.72127351871926	1.42722591366984	0.0330607741059303	99.5282237124004	595	2
"iron"	"MESH"	0.0228571428571428	4	4527.75	1.28677441866303	9.84295294112113	0.836250495133545	64.4709795477107	720	2
"iron compounds/administration & dosage"	"MESH"	0.0084745762711864	1	0	0.608359810270717	1.42722591366984	0.0330607741059303	89.5964111298428	682	3
"iron overload/drug therapy"	"MESH"	0.0114285714285714	2	615.114285714286	0.866552569745607	8.80001692742395	0.765580791647804	162.50242486824	93	1
"iron-binding proteins"	"MESH"	0.0057142857142857	1	0	0.650401006176201	6.65622515824128	0.507221876414667	178.617104836407	23	8
"iron-binding proteins/genetics"	"MESH"	0.0057142857142857	1	0	0.704352738089469	3.91542656367134	0.25926607062019	169.785784074299	60	8
"iron-binding proteins/physiology"	"MESH"	0.0057142857142857	1	0	0.697320787789878	6.26468250187414	0.457630715255772	174.343237695303	34	9
"iron/administration & dosage"	"MESH"	0.0084745762711864	1	0	0.727704053384338	2.49764534892221	0.117452750113173	95.6650535178077	657	11
"iron/chemistry"	"MESH"	0.0114285714285714	2	1	0.853933289337425	4.84985418580293	0.391746123811679	138.960466817001	243	6
"iron/metabolism"	"MESH"	0.0971428571428571	17	37217.55	1.10742840017306	26.4400466033071	0.989388227138977	135.818080846946	279	9
"iron/therapeutic use"	"MESH"	0.0084745762711864	1	0	0.722771211141496	1.42722591366984	0.0330607741059303	97.1094382389589	632	2
"isocitrate dehydrogenase/genetics"	"MESH"	0.0057142857142857	1	1.46590909090909	0.699522890972455	7.04776781460841	0.575147125396107	169.334355958839	67	6
"isografts"	"MESH"	0.0084745762711864	1	0	0.721803464261561	1.78403239208729	0.0722116908103214	96.2705814599699	646	3
"isoniazid/administration & dosage"	"MESH"	0.0084745762711864	1	0	0.727704053384338	2.49764534892221	0.117452750113173	95.6650535178077	659	11
"keloid/drug therapy"	"MESH"	0.0057142857142857	1	0	0.773024050246578	2.74079859456994	0.140943300135808	116.211700794389	419	2
"ketoglutaric acids/metabolism"	"MESH"	0.0114285714285714	2	1.09090909090909	0.710891519070243	6.26468250187414	0.483674739701222	156.735186556294	129	6
"ketone bodies/biosynthesis"	"MESH"	0.0057142857142857	1	0	0.575496668407077	4.69851187640561	0.373238739248529	103.988138936141	543	11
"ketones/chemistry"	"MESH"	0.0057142857142857	1	0	0.68880135575961	2.74079859456994	0.140943300135808	135.86635778859	276	14
"ketones/pharmacology"	"MESH"	0.0057142857142857	1	0.222222222222222	0.611363401971261	3.91542656367134	0.261900888411046	123.324345192794	389	9
"kidney"	"MESH"	0.0057142857142857	1	0	0.778589853679049	3.13234125093707	0.168783952014486	118.715317713358	411	2
"kidney/drug effects"	"MESH"	0.0084745762711864	1	0	0.520211248867552	3.56806478417459	0.237515561339973	55.5376696434085	745	11
"lactoferrin/pharmacology"	"MESH"	0.0057142857142857	1	0.75	0.753009680408425	3.91542656367134	0.266643560434586	103.124442480653	557	3
"leukemia myeloid/metabolism"	"MESH"	0.0057142857142857	1	0	0.683776195235423	3.52388390730421	0.212284970574921	147.01600849408	185	6
"lipid metabolism/drug effects"	"MESH"	0.0171428571428571	3	0	0.800937169973091	6.6214889802916	0.464590878225441	138.845933131879	244	2
"lipid metabolism/genetics"	"MESH"	0.0057142857142857	1	0	0.68880135575961	2.74079859456994	0.140943300135808	135.86635778859	275	14
"lipid peroxides"	"MESH"	0.0084745762711864	1	0	0.721633730999759	1.78403239208729	0.0722116908103214	98.4976888906659	614	2
"lipid peroxides/therapeutic use"	"MESH"	0.0057142857142857	1	0	0.741234959244709	1.95771328183567	0.0791718537799909	98.8540595057489	608	15
"lipids/biosynthesis"	"MESH"	0.0057142857142857	1	1.46590909090909	0.699522890972455	7.04776781460841	0.575147125396107	169.334355958839	69	6
"lipids/chemistry"	"MESH"	0.0057142857142857	1	0	0.736040199944469	2.3492559382028	0.0983123019465822	103.964221284648	545	6
"lipids/toxicity"	"MESH"	0.0084745762711864	1	0	0.565839040186531	3.21125830575713	0.197494624264373	114.283986458641	423	4
"lipocalin-2/genetics"	"MESH"	0.0057142857142857	1	0	0.786933041456137	7.01303163665874	0.527232344952467	145.500090107738	200	5
"liver neoplasms/drug therapy"	"MESH"	0.0057142857142857	1	0	0.750324794128489	4.20276068618945	0.273186396559529	107.077885875145	497	2
"liver/cytology"	"MESH"	0.0171428571428571	3	0	0.740192151431137	3.91542656367134	0.25926607062019	103.817744889195	549	3
"liver/drug effects"	"MESH"	0.0171428571428571	3	3708	0.770675195906608	10.8336943654018	0.843999335106383	102.942893198513	561	11
"longevity/physiology"	"MESH"	0.0057142857142857	1	0	0.697320787789878	6.26468250187414	0.457630715255772	174.343237695303	37	9
"lung diseases/drug therapy"	"MESH"	0.0084745762711864	1	0	0.691831884930271	1.78403239208729	0.0722116908103214	154.068307814656	146	9
"lung neoplasms/drug therapy"	"MESH"	0.0114285714285714	2	261	0.760975185156977	8.93600874054473	0.741257356269805	133.450978522981	301	4
"lung/drug effects"	"MESH"	0.0084745762711864	1	0	0.476440292230483	3.21125830575713	0.197494624264373	63.0035635641379	726	1
"lymphocytes/drug effects"	"MESH"	0.0114285714285714	2	27	0.714924132168742	3.52388390730421	0.250254640108646	152.738768837557	151	15
"lymphoma/drug therapy"	"MESH"	0.0057142857142857	1	0	0.68880135575961	2.74079859456994	0.140943300135808	135.86635778859	278	14
"lysosomes/drug effects"	"MESH"	0.0171428571428571	3	1615.08333333333	0.759273657277679	8.01397871601177	0.77489107062019	112.632128440559	450	3
"lysosomes/metabolism"	"MESH"	0.0057142857142857	1	0	0.777961859738029	2.74079859456994	0.140943300135808	123.537512284164	383	3
"macrolides/pharmacology"	"MESH"	0.0057142857142857	1	0.75	0.753009680408425	3.91542656367134	0.266643560434586	103.124442480653	558	3
"macromolecular substances/administration & dosage"	"MESH"	0.0084745762711864	1	0	0.629973385905036	2.49764534892221	0.117452750113173	113.45159662526	431	5
"macular degeneration/chemically induced"	"MESH"	0.0084745762711864	1	0	0.555528598596857	1.78403239208729	0.0722116908103214	113.128979725368	447	8
"macular degeneration/genetics"	"MESH"	0.0114285714285714	2	168	0.806499925468815	7.80851454699163	0.700734212313264	158.55529752221	118	15
"macular degeneration/pathology"	"MESH"	0.0057142857142857	1	0	0.602520315160966	2.3492559382028	0.0983123019465822	143.432926347178	219	15
"maleic anhydrides/chemistry"	"MESH"	0.0057142857142857	1	0	0.777961859738029	2.74079859456994	0.140943300135808	123.537512284164	384	3
"malondialdehyde/metabolism"	"MESH"	0.0114285714285714	2	1127.15	0.86435143204358	11.0798005097274	0.818880149388864	167.974061946412	71	1
"malonyl coenzyme a/metabolism"	"MESH"	0.0057142857142857	1	0	0.575496668407077	4.69851187640561	0.373238739248529	103.988138936141	542	11
"mammary neoplasms animal/drug therapy"	"MESH"	0.0057142857142857	1	1	0.754523764339385	2.74079859456994	0.148677993435944	103.289723911032	554	14
"manganese compounds"	"MESH"	0.0084745762711864	1	0	0.727475272556713	1.78403239208729	0.0722116908103214	106.065218117323	500	2
"manganese compounds/chemistry"	"MESH"	0.0114285714285714	2	68.4523809523809	0.749288923954595	6.91029955214867	0.622846169081032	143.98542483461	216	14
"mcf-7 cells"	"MESH"	0.0342857142857142	6	3271	1.18155604664999	17.9188236023729	0.902476375056587	73.2660994684862	712	3
"mebendazole/analogs & derivatives"	"MESH"	0.0057142857142857	1	0	0.798008752641797	4.69851187640561	0.373238739248529	138.160021024908	249	6
"melanoma/drug therapy"	"MESH"	0.0171428571428571	3	529	0.75699284453912	7.90977018216274	0.739941715708465	161.624866678013	97	4
"membrane potential mitochondrial/drug effects"	"MESH"	0.0114285714285714	2	246	0.789448310541682	8.08492752125007	0.718658046627433	158.173075539822	119	10
"metabolism"	"MESH"	0.0084745762711864	1	0	0.497692018978912	0.713612956834918	0.00522012222725215	62.0968814055962	738	4
"metal-organic frameworks/chemistry"	"MESH"	0.0057142857142857	1	1	0.754523764339385	2.74079859456994	0.148677993435944	103.289723911032	553	14
"metal-organic frameworks/pharmacology"	"MESH"	0.0114285714285714	2	18	0.977797581092118	5.63146304919824	0.497651652331372	91.5972311618562	669	3
"metal-organic frameworks/therapeutic use"	"MESH"	0.0084745762711864	1	0	0.721697439909905	1.42722591366984	0.0330607741059303	97.887954356982	627	3
"methionine/antagonists & inhibitors"	"MESH"	0.0084745762711864	1	0	0.670139621331554	4.28167774100951	0.287976742870077	159.480620951951	105	4
"methylene blue/pharmacology"	"MESH"	0.0057142857142857	1	0	0.736040199944469	2.3492559382028	0.0983123019465822	103.964221284648	546	6
"micrornas/genetics"	"MESH"	0.0084745762711864	1	0	0.739504709682443	4.63848421942697	0.348878168854685	113.303484983737	438	4
"mitochondria"	"MESH"	0.0114285714285714	2	0	0.97151877515186	3.029609166427	0.153993605703938	89.2726347680281	687	-1
"mitochondria/drug effects"	"MESH"	0.0685714285714285	12	18943	1.05182606326892	17.3781812662453	0.950019805341784	146.883817575847	187	12
"mitochondria/metabolism"	"MESH"	0.0285714285714285	5	1153.66666666667	0.852931659258182	15.3882461791048	0.861028392372114	162.380027085602	95	9
"mitochondria/pathology"	"MESH"	0.0084745762711864	1	0	0.602130529026245	4.28167774100951	0.287976742870077	147.826308259824	180	4
"mitochondrial dynamics/drug effects"	"MESH"	0.0057142857142857	1	0	0.6539067648091	6.65622515824128	0.507221876414667	141.449121444155	229	4
"mitochondrial membrane transport proteins/genetics"	"MESH"	0.0057142857142857	1	0	0.778993471107623	5.4468610111902	0.422829900407424	136.797785760986	267	6
"mitochondrial membranes/drug effects"	"MESH"	0.0057142857142857	1	0	0.74992367840984	4.30696922003847	0.29928700769579	111.434950683186	465	2
"mitochondrial membranes/metabolism"	"MESH"	0.0057142857142857	1	0	0.753341824645407	5.09005453277274	0.413259676324129	109.814429732787	481	3
"mitochondrial proteins/metabolism"	"MESH"	0.0114285714285714	2	4099.79166666667	0.994151409706329	11.9338346277	0.868897479062924	102.656443217542	562	4
"mitogen-activated protein kinase 7/genetics"	"MESH"	0.0057142857142857	1	0	0.673528807627099	4.69851187640561	0.373238739248529	155.613156377723	132	7
"mitophagy/physiology"	"MESH"	0.0084745762711864	1	0	0.602130529026245	4.28167774100951	0.287976742870077	147.826308259824	177	4
"molecular probes/chemistry"	"MESH"	0.0084745762711864	1	0	1.55474202777969	2.49764534892221	1	0	4	17
"monocarboxylic acid transporters/genetics"	"MESH"	0.0057142857142857	1	0	0.778993471107623	5.4468610111902	0.422829900407424	136.797785760986	263	6
"morphine/administration & dosage"	"MESH"	0.0057142857142857	1	9.21428571428572	0.685308801844864	6.65622515824128	0.585573223177909	174.043324987898	44	1
"motor neurons/drug effects"	"MESH"	0.0084745762711864	1	0	0.512063830197586	1.42722591366984	0.0330607741059303	60.8085154835797	743	6
"mptp poisoning/drug therapy"	"MESH"	0.0084745762711864	1	0	0.647129803788748	1.78403239208729	0.0722116908103214	135.931527134606	268	1
"mutation"	"MESH"	0.0171428571428571	3	334.5	0.859906464913424	14.7426291288303	0.81094917100498	174.004701372773	54	8
"mutation/genetics"	"MESH"	0.0057142857142857	1	1.46590909090909	0.699522890972455	7.04776781460841	0.575147125396107	169.334355958839	68	6
"myocardial infarction/metabolism"	"MESH"	0.0084745762711864	1	0	0.741431269969261	2.85445182733967	0.152253564961521	124.095593112926	377	8
"myocardial reperfusion injury/metabolism"	"MESH"	0.0084745762711864	1	0	0.741431269969261	2.85445182733967	0.152253564961521	124.095593112926	378	8
"myocardium/cytology"	"MESH"	0.0171428571428571	3	547.75	1.03354733512526	1.99996088079118	0.107535932548665	90.3319075819825	678	-1
"myocytes cardiac/drug effects"	"MESH"	0.0084745762711864	1	0	0.741431269969261	2.85445182733967	0.152253564961521	124.095593112926	375	8
"n-acetylgalactosaminyltransferases/metabolism"	"MESH"	0.0057142857142857	1	0	0.745259794888462	4.2722330420888	0.277536498415573	150.496436149563	164	5
"nadp/metabolism"	"MESH"	0.0057142857142857	1	1.46590909090909	0.699522890972455	7.04776781460841	0.575147125396107	169.334355958839	63	6
"necroptosis/drug effects"	"MESH"	0.0228571428571428	4	17450	1.29198773534057	11.4106000159286	0.899250933680398	64.6696968397851	719	15
"necrosis"	"MESH"	0.0084745762711864	1	0	0.691831884930271	1.78403239208729	0.0722116908103214	154.068307814656	147	9
"neoplasm invasiveness"	"MESH"	0.0169491525423728	2	1	0.923371689550936	6.27871648125865	0.479911724762336	126.139113636802	344	12
"neoplasm metastasis"	"MESH"	0.0057142857142857	1	0	0.781137375965258	3.13234125093707	0.168783952014486	133.923869651164	291	9
"neoplasms"	"MESH"	0.0084745762711864	1	0	0.721878380680545	1.42722591366984	0.0330607741059303	97.9248236405063	623	2
"neoplasms/diagnosis"	"MESH"	0.0084745762711864	1	0	0.723970643122318	3.21125830575713	0.197494624264373	138.051418900072	255	9
"neoplasms/diagnostic imaging"	"MESH"	0.0228571428571428	4	3748.75	0.979691602969748	7.09490159015671	0.771538309189679	85.02731252094	693	2
"neoplasms/drug therapy"	"MESH"	0.114285714285714	20	100038.033333333	1.34198436248742	23.8249290797202	0.98541478044364	62.3054310356842	734	5
"neoplasms/pathology"	"MESH"	0.0114285714285714	2	1421.5	0.775146604041228	5.20370776554248	0.577794321525577	130.466283666736	314	4
"neoplasms/therapy"	"MESH"	0.0114285714285714	2	0.933333333333333	0.786891039723987	3.52388390730421	0.220482967406066	129.858651092206	320	12
"neoplastic stem cells/drug effects"	"MESH"	0.0457142857142857	8	11324.1166666667	1.08203542812972	22.1261765126946	0.951349592575826	124.969059170117	353	6
"neoplastic stem cells/metabolism"	"MESH"	0.0057142857142857	1	0	0.781137375965258	3.13234125093707	0.168783952014486	133.923869651164	292	9
"neoplastic stem cells/pathology"	"MESH"	0.0084745762711864	1	0	0.753437661297494	1.07041943525238	0.00870020371208692	127.923930804924	336	-1
"nervous system diseases/drug therapy"	"MESH"	0.0084745762711864	1	0	0.6443649779841	1.78403239208729	0.0722116908103214	135.909831941027	271	1
"neuroblastoma/pathology"	"MESH"	0.0057142857142857	1	0	0.699839116436945	6.65622515824128	0.507221876414667	165.234840817732	85	6
"neurodegenerative diseases/drug therapy"	"MESH"	0.0084745762711864	1	0	0.720719509325058	0.356806478417459	0.000870020371208692	100.64350465358	584	-1
"neuroendocrine tumors/drug therapy"	"MESH"	0.0084745762711864	1	0	0.72138150470805	3.21125830575713	0.197494624264373	101.306766372484	579	12
"neurons/drug effects"	"MESH"	0.0171428571428571	3	1380.5	0.615543893032912	13.7829100276698	0.853935604345858	158.160830069059	120	1
"neuroprotective agents/administration & dosage"	"MESH"	0.0084745762711864	1	0	0.654314093693016	1.78403239208729	0.0722116908103214	133.422800487011	302	3
"neuroprotective agents/pharmacology"	"MESH"	0.0084745762711864	1	0	0.512063830197586	1.42722591366984	0.0330607741059303	60.8085154835797	742	6
"neurotoxicity syndromes/etiology"	"MESH"	0.0084745762711864	1	0	0.476440292230483	3.21125830575713	0.197494624264373	63.0035635641379	725	1
"nf-e2-related factor 2/antagonists & inhibitors"	"MESH"	0.0057142857142857	1	0.285714285714286	0.6736007123071	3.91542656367134	0.264535706201901	148.579698595566	171	14
"nf-e2-related factor 2/genetics"	"MESH"	0.0171428571428571	3	8.33333333333333	0.757906824036463	7.34717188046028	0.607268914101403	204.415614345865	4	4
"nf-e2-related factor 2/metabolism"	"MESH"	0.0171428571428571	3	940.5	0.757925717481182	13.6058194106675	0.8415572657311	198.897050896357	5	4
"nf-kappa b/metabolism"	"MESH"	0.0114285714285714	2	482.333333333333	0.888791820267487	9.65257459605756	0.772606382978723	156.437078125347	130	6
"niacinamide/administration & dosage"	"MESH"	0.0084745762711864	1	0	0.72138150470805	3.21125830575713	0.197494624264373	101.306766372484	575	12
"nih 3t3 cells"	"MESH"	0.0057142857142857	1	0	0.743932218794694	2.3492559382028	0.0983123019465822	99.4204869147682	596	14
"nitriles/chemistry"	"MESH"	0.0084745762711864	1	0	1.55474202777969	2.49764534892221	1	0	1	17
"nitriles/pharmacology"	"MESH"	0.0084745762711864	1	0	0.573890631065797	4.63848421942697	0.348878168854685	104.267638875918	532	13
"nitrilotriacetic acid/adverse effects"	"MESH"	0.0057142857142857	1	0	0.786933041456137	7.01303163665874	0.527232344952467	145.500090107738	199	5
"nuclear proteins/metabolism"	"MESH"	0.0057142857142857	1	0	0.6539067648091	6.65622515824128	0.507221876414667	141.449121444155	233	4
"oligomycins/pharmacology"	"MESH"	0.0228571428571428	4	573.75	1.11858332426846	5.24819276998863	0.559564565414215	83.402379769369	696	-1
"oncogene proteins/antagonists & inhibitors"	"MESH"	0.0057142857142857	1	0	0.699839116436945	6.65622515824128	0.507221876414667	165.234840817732	86	6
"onium compounds/pharmacology"	"MESH"	0.0057142857142857	1	0	0.668693209843934	5.09005453277274	0.413259676324129	154.775688475829	142	7
"organoids/drug effects"	"MESH"	0.0084745762711864	1	3.66666666666667	0.690763997339498	3.56806478417459	0.263101587256677	110.401354266549	468	10
"osteosarcoma/drug therapy"	"MESH"	0.0084745762711864	1	0	0.721770430652578	1.78403239208729	0.0722116908103214	98.7283141591023	610	2
"ovalbumin/adverse effects"	"MESH"	0.0084745762711864	1	0	0.587512622328003	4.63848421942697	0.348878168854685	133.855458387344	293	11
"ovarian neoplasms/drug therapy"	"MESH"	0.0169491525423728	2	0	0.775991142235034	6.38656657895036	0.461110796740607	170.073909457898	58	12
"ovary/pathology"	"MESH"	0.0057142857142857	1	0	0.745259794888462	4.2722330420888	0.277536498415573	150.496436149563	167	5
"oxidants/chemistry"	"MESH"	0.0057142857142857	1	0	0.774244120137925	1.95771328183567	0.0791718537799909	121.680165673146	395	14
"oxidants/pharmacology"	"MESH"	0.0057142857142857	1	0	0.606092303028203	3.13234125093707	0.168783952014486	156.873536713389	127	15
"oxidative stress"	"MESH"	0.0571428571428571	10	6533.91666666667	0.880934163579322	22.6406542246368	0.944714803078316	196.667651505835	6	15
"oxidative stress/drug effects"	"MESH"	0.04	7	5067.5	0.846977649578274	19.1025084314726	0.921627433227705	190.398234043694	7	1
"oxidative stress/genetics"	"MESH"	0.0114285714285714	2	0	0.790150712594295	5.80514393894662	0.431530104119511	141.177978588522	239	9
"oxides"	"MESH"	0.0084745762711864	1	0	0.727475272556713	1.78403239208729	0.0722116908103214	106.065218117323	501	2
"oxides/chemistry"	"MESH"	0.0084745762711864	1	0	1.55474202777969	2.49764534892221	1	0	3	17
"oxygen"	"MESH"	0.0171428571428571	3	29.5	1.17792657266651	7.62994748065047	0.647263326165686	72.9737786362746	714	14
"oxygen consumption/drug effects"	"MESH"	0.0628571428571428	11	3.5	1.16065941258368	6.14483014303464	0.476566036668176	80.7739640463099	700	-1
"oxygen/analysis"	"MESH"	0.0084745762711864	1	0	0.770010052304879	3.56806478417459	0.237515561339973	124.309921820487	369	9
"oxygen/metabolism"	"MESH"	0.0084745762711864	1	0	0.645094895407753	3.21125830575713	0.197494624264373	110.10675383433	472	14
"oxygen/pharmacology"	"MESH"	0.0057142857142857	1	0	0.744753686774032	2.74079859456994	0.140943300135808	97.6958900539012	629	2
"p38 mitogen-activated protein kinases/antagonists & inhibitors"	"MESH"	0.0057142857142857	1	0	0.673528807627099	4.69851187640561	0.373238739248529	155.613156377723	135	7
"pancreatic neoplasms"	"MESH"	0.0057142857142857	1	2.93333333333333	0.717855872389443	4.62903952050626	0.338055964237211	176.479663848614	30	6
