KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank	CommunityMembership
"ESR1"	"GENE"	0.002840909090909	1	32498.4769867143	0.435598637297069	8.1164802101873	0.583621688544626	36.5393725708907	201	25
"estradiol/pharmacology"	"MESH"	0.002840909090909	1	46261.3668088166	0.435598637297069	8.1164802101873	0.607847494484215	36.5393967001795	198	25
"estrogen receptor alpha/genetics"	"MESH"	0.002840909090909	1	34912.3783397244	0.435598637297069	8.1164802101873	0.588026380533642	36.5393769580341	200	25
"eukaryotic initiation factor-2/genetics"	"MESH"	0.002840909090909	1	170874.93877197	0.452903235650506	12.5101449275362	0.893271535372454	-105.069586131157	900	8
"exosomes/drug effects"	"MESH"	0.037037037037037	1	0	0.434223615917246	3.37777777777778	0.00197219091760448	-70.6430864970065	775	2
"exosomes/metabolism"	"MESH"	0.002840909090909	1	17316.5252363126	0.429196325152779	7.35316962730755	0.432137981936795	-17.1179025115343	525	9
"exotoxins/metabolism"	"MESH"	0.0227272727272727	8	218.952869181667	0.397528239604747	1.31105553506669	0.00100395231821717	-129.029452434222	957	11
"EZH2"	"GENE"	0.002840909090909	1	51583.3570640979	0.460831409836116	10.2844196723992	0.757347105601498	-0.857701205456234	406	30
"FAS"	"GENE"	0.0056818181818181	2	934.75654292112	0.468096284003207	6.11392496392496	0.0875720226663069	16.8937525434734	327	20
"fas ligand protein/genetics"	"MESH"	0.002840909090909	1	20905.871020267	0.455189519816062	6.33501400560224	0.337673211536325	51.891179711507	132	20
"fas receptor/genetics"	"MESH"	0.002840909090909	1	16532.222072619	0.455189519816062	6.33501400560224	0.32106633228044	51.8911631707906	133	20
"fas receptor/immunology"	"MESH"	0.002840909090909	1	4469.51743505137	0.443583106910532	5.44007936507936	0.180209441119982	-51.8247691960798	717	20
"FASLG"	"GENE"	0.0056818181818181	2	638.72837127293	0.474903561153714	8.41670274170274	0.111145061189505	30.4911484620037	222	20
"fatty acids/metabolism"	"MESH"	0.002840909090909	1	4004.01351770598	0.458766373471587	3.99651979565772	0.0916860446659577	109.22016573171	22	9
"ferric compounds/chemistry"	"MESH"	0.0085227272727272	3	1141.07605879071	0.442459005513444	6.72128044369423	0.115682687576388	-29.266792814909	603	9
"ferritins/blood"	"MESH"	0.002840909090909	1	27952.622195161	0.420790380353327	7.06308650781267	0.434805598323836	-47.0980436188977	690	17
"ferroptosis"	"MESH"	0.0056818181818181	2	549.774628823675	0.453383745366972	6.73252801120448	0.0645069125886891	-59.5920554466866	744	17
"ferroptosis/drug effects"	"MESH"	0.0823863636363636	29	6192.48835322761	0.525010085544891	6.16000680825494	0.241821558387962	-23.7096717134414	567	17
"fibroblasts/cytology"	"MESH"	0.002840909090909	1	7115.8960581069	0.388736699837731	4.74351851851851	0.170434794685799	-35.8516327444866	642	24
"flavonolignans/pharmacology"	"MESH"	0.002840909090909	1	3223.55910538531	0.44093395600109	4.09780228933152	0.0864688655735623	-23.4795279119105	566	6
"FLT1"	"GENE"	0.002840909090909	1	9079.10982282894	0.458050433376022	5.97740683229813	0.253122966302122	71.1089991180214	81	2
"FN1"	"GENE"	0.0085227272727272	3	869.443292178996	0.466248609446884	4.30012360135311	0.0469089776352756	-42.9521958134466	676	9
"folic acid antagonists/pharmacology"	"MESH"	0.002840909090909	1	14735.9431079338	0.466730750975195	8.01858151011074	0.488404945953239	54.3942250179147	120	17
"foot/pathology"	"MESH"	0.002840909090909	1	76236.2251612417	0.419615714647273	8.96437908496731	0.69823891684259	-36.233693382524	649	22
"FOS"	"GENE"	0.0056818181818181	2	3701.16886222647	0.371198760319025	3.39825616944261	0.068284630402692	-121.611718085623	950	10
"FOSB"	"GENE"	0.0056818181818181	2	3358.05123932588	0.371198760319025	3.39825616944261	0.0649989682703449	-121.611721358194	951	10
"FOXP3"	"GENE"	0.0111111111111111	1	53199.7136698324	0.410602508353171	8.29487734487734	0.625078371771877	40.5765420515345	167	2
"FTH1"	"GENE"	0.002840909090909	1	112457.253815114	0.449901410768058	10.2287033528413	0.802636069268742	-90.2188630179853	841	10
"fungicides industrial/toxicity"	"MESH"	0.002840909090909	1	2841.85918998521	0.44750584477569	4.88888888888889	0.128122966302122	122.309819919463	7	3
"fusion regulatory protein 1 heavy chain/metabolism"	"MESH"	0.002840909090909	1	3162.84626012639	0.465727209342464	5.20948275862069	0.141854891192203	72.8965394597125	78	2
"g(m1) ganglioside/metabolism"	"MESH"	0.002840909090909	1	3150.88515516697	0.38520283800525	4.26972693032015	0.0995877049570642	-152.055370464169	979	21
"g2 phase cell cycle checkpoints/drug effects"	"MESH"	0.002840909090909	1	28120.4399435193	0.424234997663984	7.02562111801242	0.421546880208251	-7.83152001892444	463	5
"GABPA"	"GENE"	0.0056818181818181	2	2288.36836223298	0.485822809862842	9.68809523809524	0.331423310741099	82.3270050489297	48	14
"galectin 3/genetics"	"MESH"	0.002840909090909	1	20301.8793369547	0.408692682879578	6.7515873015873	0.372148854780083	-8.42102171736005	473	15
"gels/chemistry"	"MESH"	0.002840909090909	1	5455.69340121518	0.409447548534323	4.63368910782703	0.159104617387026	-98.0233607318844	874	9
"gene deletion"	"MESH"	0.0142045454545454	5	206.987243269164	0.408945731798317	2.19865074009811	0.00302872176632117	-139.519310615323	964	10
"gene dosage"	"MESH"	0.002840909090909	1	49903.0795536886	0.420750581648903	8.63980179028132	0.640441223155188	-37.9421109554147	659	26
"gene expression"	"MESH"	0.0284090909090909	10	2158.67147015207	0.475676867795783	3.05949793022115	0.0435260948238917	10.2989946305808	345	14
"gene expression regulation"	"MESH"	0.03125	11	3878.60143087895	0.483516993058387	4.90926493985318	0.15189342232663	-1.43421790242683	409	22
"gene expression regulation bacterial"	"MESH"	0.0482954545454545	17	478.326065005956	0.411920085845175	2.047353262642	0.00685703401533309	-144.966531552326	970	10
"gene expression regulation developmental"	"MESH"	0.002840909090909	1	9198.59035270177	0.442120277770817	6.89285714285714	0.319224099617466	108.218856837089	30	14
"gene expression regulation neoplastic"	"MESH"	0.0170454545454545	6	6997.64401641587	0.474753638047956	9.20097865722867	0.460176227361471	-7.85499875982783	466	14
"gene expression regulation neoplastic/drug effects"	"MESH"	0.0198863636363636	7	2136.42350258253	0.486266786617796	7.92798657225129	0.26423390104919	-25.1300651920866	577	2
"gene expression regulation/drug effects"	"MESH"	0.002840909090909	1	270145.440298929	0.398715088968887	9.57543290043289	0.809560562530754	19.2624465832726	315	18
"gene expression/drug effects"	"MESH"	0.0142045454545454	5	1557.33760581383	0.468484866879729	7.57082166199814	0.201999769844923	33.5683660217617	214	19
"genes essential/genetics"	"MESH"	0.002840909090909	1	8957.8851022869	0.388736699837731	4.74351851851851	0.17764896588943	-35.8516255590571	640	24
"genes reporter"	"MESH"	0.0056818181818181	2	176.44229203323	0.39805969062279	1.15673745423968	0.000708322090125553	-140.424732857293	966	10
"genetic variation"	"MESH"	0.002840909090909	1	24798.8801309096	0.420790380353327	7.06308650781267	0.420180830463009	-47.0980581853995	692	17
"GGT1"	"GENE"	0.037037037037037	1	3194.79966617571	0.421846862076699	4.35119047619047	0.111593466770369	-94.8530591272173	857	6
"gingipain cysteine endopeptidases"	"MESH"	0.002840909090909	1	2239.57634801772	0.439497474241581	4.60326797385621	0.109520086982746	-107.163098240433	915	10
"glioblastoma/genetics"	"MESH"	0.037037037037037	1	30290.7080914417	0.341812135618898	7.36666666666666	0.497660751416644	-15.9822827443921	507	4
"glioma/metabolism"	"MESH"	0.002840909090909	1	3319.72206260461	0.460372954085525	7.3766806722689	0.289670005238012	-24.1388751626095	572	6
"glucose/metabolism"	"MESH"	0.0085227272727272	3	0	0.485209491311162	6.87160139482121	0.00738877160679989	52.7525386283598	121	22
"glutathione"	"MESH"	0.037037037037037	1	8466.6433001905	0.397945264032355	5.5	0.213133521690132	-111.601222845198	923	17
"glutathione peroxidase/metabolism"	"MESH"	0.002840909090909	1	3234.06268505815	0.44093395600109	4.09780228933152	0.0866662830748718	-23.4795277152795	565	6
"glutathione peroxidase/therapeutic use"	"MESH"	0.037037037037037	1	495.362197208771	0.381850882774139	1.83333333333333	0.00570427453532484	24.8074125820532	246	25
"glutathione/metabolism"	"MESH"	0.0170454545454545	6	2109.26729524118	0.481889074609442	7.27604761145363	0.220601657116554	-39.159511481565	668	6
"glycogen synthase kinase 3 beta/metabolism"	"MESH"	0.0056818181818181	2	1524.39873066504	0.494448317572332	10.0125198473025	0.258998865097379	46.9693640514625	148	1
"glycogen synthase kinase 3/metabolism"	"MESH"	0.002840909090909	1	12187.4369601683	0.481440214322237	8.56422466422466	0.483679822542499	81.5530000121113	54	14
"gold/chemistry"	"MESH"	0.002840909090909	1	8090.50790185455	0.409447548534323	4.63368910782703	0.171774059141918	-98.0233481129185	872	9
"GPX1"	"GENE"	0.002840909090909	1	9245.32585442367	0.458664220902608	9.17619047619047	0.484680798717481	13.8647117835059	340	3
"GPX4"	"GENE"	0.0397727272727272	14	4209.22714620376	0.505818149587446	6.78939277802285	0.255418564784686	-66.3809015763765	761	17
"granulocyte colony-stimulating factor/pharmacology"	"MESH"	0.002840909090909	1	5255.14323521743	0.423849726616004	5.79444444444444	0.216505491976318	-61.1783158582901	752	13
"GSK3B"	"GENE"	0.0085227272727272	3	1899.72996199038	0.504181209956366	10.9529914529914	0.322789519213981	41.5024201388667	162	1
"HDAC9"	"GENE"	0.0111111111111111	1	0	0.412752350152362	3.67970085470085	0.00216663227567816	37.155070779731	180	2
"heart ventricles/diagnostic imaging"	"MESH"	0.002840909090909	1	63013.2928404939	0.449901410768058	10.2287033528413	0.759178425739274	-90.2189063024909	844	10
"heat-shock proteins/genetics"	"MESH"	0.037037037037037	1	0	0.333707400442879	2.3	0.00106942746940525	-2.60348795477405	425	4
"heat-shock proteins/metabolism"	"MESH"	0.0170454545454545	6	229.581494133164	0.414061502600296	1.79872167128265	0.00232734401041253	-71.2992315700653	776	13
"hek293 cells"	"MESH"	0.0539772727272727	19	1375.88240491219	0.448529615926372	2.60783031708946	0.0241940604117395	-105.940600093707	913	10
"hela cells"	"MESH"	0.113636363636364	40	502.065457168791	0.42887262486631	1.49357540215507	0.00359815717210838	-200.492672024184	998	10
"helicobacter infections/metabolism"	"MESH"	0.0056818181818181	2	450.29683159259	0.433656579645705	3.77641612773192	0.016303312645831	-101.396231592961	889	10
"heme oxygenase-1/metabolism"	"MESH"	0.002840909090909	1	7740.24642408212	0.472459404067565	6.47845121556868	0.274852780114601	23.6878601653912	256	6
"hemeproteins/toxicity"	"MESH"	0.002840909090909	1	15095.3354472099	0.420790380353327	7.06308650781267	0.385868875097221	-47.0980923606539	694	17
"hemodynamics/drug effects"	"MESH"	0.002840909090909	1	45453.9913882026	0.449901410768058	10.2287033528413	0.733458595895303	-90.2189319198513	846	10
"hemolysin proteins/genetics"	"MESH"	0.0227272727272727	8	791.85583930777	0.427169729286074	2.13642143017599	0.0119789765241822	-52.010968892722	721	10
"hemolysin proteins/metabolism"	"MESH"	0.034090909090909	12	441.989037718119	0.41242082512553	1.81003231446229	0.00447611942667577	-127.743264190061	954	13
"hep g2 cells"	"MESH"	0.0113636363636363	4	1668.60456628785	0.491127978964938	7.67669552669553	0.219820915541023	-1.78507354107536	422	8
"hepatic stellate cells/drug effects"	"MESH"	0.002840909090909	1	12112.3138918066	0.455668871694797	6.79145022618137	0.33050169838574	-67.6113438463082	768	9
"hepatocytes/drug effects"	"MESH"	0.002840909090909	1	14536.6421694433	0.455668871694797	6.79145022618137	0.350736496246091	-67.6113236921271	767	9
"heterocyclic compounds 4 or more rings/pharmacology"	"MESH"	0.0085227272727272	3	525.996927239994	0.457591638434373	2.61690115440116	0.0110434755003889	10.999979408133	343	17
"heterocyclic compounds/pharmacology"	"MESH"	0.002840909090909	1	1721.7135522921	0.449841962236747	4.12796181274442	0.068251892827098	19.3835906559615	313	19
"HIF1A"	"GENE"	0.0142045454545454	5	3235.82193624801	0.494518263824056	10.3848257582603	0.40332693131855	-37.2057145391595	654	30
"histone deacetylase inhibitors/pharmacology"	"MESH"	0.0111111111111111	1	17698.660305925	0.410602508353171	8.29487734487734	0.527479722544087	40.5764448417245	171	2
"histone deacetylases/chemistry"	"MESH"	0.0111111111111111	1	39754.5814445452	0.410602508353171	8.29487734487734	0.604217591784257	40.5765212738652	169	2
"histones/metabolism"	"MESH"	0.0085227272727272	3	137.598178292684	0.41790224212176	1.24785714285714	0.000753956286408152	-61.5423619038125	756	2
"hl-60 cells"	"MESH"	0.0113636363636363	4	697.952992343282	0.462474448156649	4.19330114330115	0.0370301661878383	10.4395261544672	344	29
"HLF"	"GENE"	0.037037037037037	1	3359.44427799975	0.421846862076699	4.35119047619047	0.116712433135982	-94.8530540286452	856	6
"HMGB1"	"GENE"	0.0113636363636363	4	1906.79064477396	0.467755342403867	11.916376726129	0.333976841637434	-3.54567412338545	430	10
"hmgb1 protein/biosynthesis"	"MESH"	0.002840909090909	1	1274967.01024793	0.443972334183595	16.4194444444444	0.977091633466135	-58.7854365555722	739	12
"hmgb1 protein/metabolism"	"MESH"	0.0085227272727272	3	2614.02673526719	0.474879988406601	9.4831616690022	0.338583911366486	6.91434993105847	361	10
"HMOX1"	"GENE"	0.002840909090909	1	7688.6741348465	0.472459404067565	6.47845121556868	0.273421255218171	23.6878587395696	257	6
"homeostasis"	"MESH"	0.002840909090909	1	3696.59773182243	0.413851214727058	4.34933487565066	0.120194520721893	-78.1881451673365	790	10
"host-pathogen interactions"	"MESH"	0.431818181818182	152	1868.06920078625	0.451955057137024	2.42602149407318	0.0282277265440231	-73.0174031789327	779	10
"host-pathogen interactions/drug effects"	"MESH"	0.0397727272727272	14	527.163824681643	0.420466003025524	1.65887245309082	0.00484119299693656	-154.290497651816	980	7
"host-pathogen interactions/immunology"	"MESH"	0.0284090909090909	10	552.970664044586	0.41902344199447	1.89941059845951	0.00696417517182267	-202.093542864763	999	10
"HSPB1"	"GENE"	0.037037037037037	1	0	0.338737628436443	4.37619047619048	0.00365271979809844	-11.480016905891	485	4
"HSPD1"	"GENE"	0.002840909090909	1	27848.0814444587	0.447414852170478	8.65535714285714	0.598903192012825	25.1938523080776	240	3
"ht29 cells"	"MESH"	0.0142045454545454	5	2227.73359436452	0.4773126713573	4.51181590740415	0.104422945667529	-71.568468574069	778	6
"human umbilical vein endothelial cells"	"MESH"	0.0085227272727272	3	320.202200102977	0.459813846478963	1.98760042510043	0.00421421882192346	-16.1959948688942	512	19
"human umbilical vein endothelial cells/drug effects"	"MESH"	0.002840909090909	1	32467.925323451	0.424234997663984	7.02562111801242	0.432439564451358	-7.83150916963734	460	5
"hyaluronan receptors/genetics"	"MESH"	0.037037037037037	1	43811.350031745	0.341812135618898	7.36666666666666	0.519079062237107	-15.9822614114132	506	4
"hyaluronic acid/chemistry"	"MESH"	0.002840909090909	1	1616.69263565978	0.465417828569849	5.24837164750958	0.101391247757972	-51.3393317400856	716	2
"hydrogen peroxide/antagonists & inhibitors"	"MESH"	0.002840909090909	1	27841.6978507864	0.406107200524793	6.47806026365348	0.364077554324535	22.1526162734462	270	28
"hydrogen peroxide/metabolism"	"MESH"	0.0056818181818181	2	448.66336432073	0.446551257410606	5.07391774891775	0.0313050586498627	-14.3667871512855	498	6
"hypersensitivity delayed/chemically induced"	"MESH"	0.002840909090909	1	36248.0269510815	0.419615714647273	8.96437908496731	0.635698242885034	-36.2337556740319	652	22
"hypertension pulmonary/chemically induced"	"MESH"	0.002840909090909	1	38623.1454669318	0.449901410768058	10.2287033528413	0.716607672894081	-90.2189487036391	847	10
"hypoxia"	"MESH"	0.002840909090909	1	16354.8951693543	0.455189519816062	6.33501400560224	0.320143727877335	51.8911622518619	134	20
"hypoxia-inducible factor 1 alpha subunit/genetics"	"MESH"	0.002840909090909	1	43550.9221674296	0.464717676704658	9.57632275132274	0.70700663481532	78.7983926285994	62	14
"hypoxia-inducible factor 1 alpha subunit/metabolism"	"MESH"	0.002840909090909	1	11679.2552393299	0.455668871694797	6.79145022618137	0.326350970619514	-67.6113479804992	769	9
"hypoxia/metabolism"	"MESH"	0.002840909090909	1	49187.7254501229	0.464717676704658	9.57632275132274	0.714747583371693	78.7984003387076	61	14
"ICAM1"	"GENE"	0.002840909090909	1	1719.53683920848	0.439497474241581	4.60326797385621	0.092031277281313	-107.163115659566	917	10
"IFNG"	"GENE"	0.0426136363636363	15	1211.63644774831	0.469637759893229	5.53879495977021	0.0900461897430199	-10.0445053532713	479	25
"IL10"	"GENE"	0.0482954545454545	17	2561.11258768978	0.498360244822121	8.00645528349799	0.282459802225361	-32.7741754724004	629	22
"IL15"	"GENE"	0.002840909090909	1	59049.5912452913	0.470938313568857	10.3497664171577	0.772056197520674	-4.42786975063292	448	20
"IL17A"	"GENE"	0.0056818181818181	2	1142.36315041212	0.461702331202172	8.75941323169584	0.17989297788924	33.2662337370461	215	25
"IL2"	"GENE"	0.0170454545454545	6	1389.64394255246	0.488093669133395	8.40141598167915	0.202496785765305	42.6124638477958	157	20
"IL4"	"GENE"	0.0284090909090909	10	2165.4695027084	0.485741375788506	7.64655075664228	0.257376867033857	-10.9087511719511	480	22
"IL6"	"GENE"	0.0681818181818181	24	2357.61708474191	0.480359735227628	4.86661302075097	0.119399890477929	-29.7213279348581	607	22
"IL7"	"GENE"	0.002840909090909	1	41738.6419768985	0.470938313568857	10.3497664171577	0.746473270265551	-4.42789523163616	450	20
"ileum/drug effects"	"MESH"	0.037037037037037	1	7813.57299414722	0.371977078354644	4.39684684684684	0.154551118236218	-25.7162299646969	585	19
"imino furanoses/pharmacology"	"MESH"	0.002840909090909	1	1638.51766169866	0.467580198188634	4.12244651483782	0.0645823082173299	-39.1037183012478	667	19
"immune checkpoint inhibitors/chemical synthesis"	"MESH"	0.0111111111111111	1	1481.40296584611	0.428975097038854	4.1020202020202	0.0580824113902954	78.2932721549754	67	25
"immune checkpoint inhibitors/pharmacology"	"MESH"	0.0056818181818181	2	770.812976505269	0.469664154531022	6.20793650793651	0.0754194377867018	-3.69201601535108	431	2
"immune evasion"	"MESH"	0.0369318181818181	13	2085.84696268446	0.468223154965694	4.13439505229618	0.0795860383168521	20.733667924386	296	10
"immune evasion/drug effects"	"MESH"	0.002840909090909	1	15173.7283386922	0.447326919266914	6.70119047619047	0.344176084506595	-105.598319650715	910	9
"immunocompetence"	"MESH"	0.002840909090909	1	46671.9884944507	0.425528178242974	7.41943515421776	0.546078633672481	-28.531969713811	598	31
"immunogenic cell death/drug effects"	"MESH"	0.002840909090909	1	26430.9723082387	0.429196325152779	7.35316962730755	0.466358668910017	-17.1178684271847	523	9
"immunologic factors/adverse effects"	"MESH"	0.002840909090909	1	61730.3882804237	0.403013820781567	9.14882154882154	0.68632243932636	37.1473699873155	190	27
"immunologic factors/pharmacology"	"MESH"	0.002840909090909	1	56367.1148750724	0.425528178242974	7.41943515421776	0.555959429215409	-28.5319598723812	597	31
"immunologic memory"	"MESH"	0.0056818181818181	2	1025.95707361355	0.463889174783678	6.04628237259816	0.0921374263900573	-49.2500735519983	697	2
"immunologic memory/drug effects"	"MESH"	0.0085227272727272	3	2612.16853732357	0.474712883806915	8.28316405816405	0.295573681370137	42.6882183046535	156	23
"indoleamine-pyrrole 23-dioxygenase/antagonists & inhibitors"	"MESH"	0.002840909090909	1	2676.82527175814	0.403968806869403	3.34381914381914	0.0558473278201933	119.54241425148	11	2
"inflammasomes/metabolism"	"MESH"	0.0111111111111111	1	0	0.407227527019684	4.11704129204129	0.00286106569736988	-105.183519807366	906	10
"inflammation mediators/antagonists & inhibitors"	"MESH"	0.002840909090909	1	4375.88182972155	0.449977861233961	3.77141340044263	0.082335002619006	-4.08842327721009	438	17
"inflammation mediators/metabolism"	"MESH"	0.0170454545454545	6	1143.54131008204	0.461764451248009	3.69082439299831	0.036134347073856	56.2734003469299	110	3
"inflammation/drug therapy"	"MESH"	0.037037037037037	1	0	0.361428656299681	4.31020733652313	0.00343050110315709	-128.02071577587	956	10
"inflammation/metabolism"	"MESH"	0.0113636363636363	4	1936.83142760661	0.462519739514073	7.94668279432986	0.253933469310011	-30.0574110660282	609	10
"integrin alpha4beta1/antagonists & inhibitors"	"MESH"	0.002840909090909	1	13912.8558761714	0.427692976920898	7.36734006734006	0.426082522499643	21.193847563752	295	16
"integrins/metabolism"	"MESH"	0.002840909090909	1	27307.1067039396	0.403969960938454	7.52037037037036	0.511015698163521	-32.3363386175957	628	29
"interferon-alpha/metabolism"	"MESH"	0.002840909090909	1	295028.950626852	0.441504991623054	14.9871794871795	0.926455532451866	-50.9888293346487	711	11
"interferon-gamma/antagonists & inhibitors"	"MESH"	0.0056818181818181	2	35.8524907109571	0.429561698463667	1.12746924128503	0.000219242551705528	-1.6435197933747	421	25
"interferon-gamma/immunology"	"MESH"	0.0085227272727272	3	1401.12346807745	0.493976282534597	7.90126262626262	0.192663608514151	86.3023401846178	46	2
"interferon-gamma/metabolism"	"MESH"	0.03125	11	3316.79026381115	0.476682438281146	8.00688894438894	0.322137743845336	-49.7670663526167	698	2
"interferons/metabolism"	"MESH"	0.002840909090909	1	55866.7005069209	0.464717676704658	9.57632275132274	0.725068848113522	78.7984106188517	60	14
"interleukin-10/genetics"	"MESH"	0.0085227272727272	3	2172.48272504416	0.490936707498409	8.23763736263736	0.277509483976445	-2.56860088692151	424	8
"interleukin-10/metabolism"	"MESH"	0.0198863636363636	7	2417.62673271428	0.500578624822812	9.39825408795997	0.319530642370756	-24.8094638031884	576	22
"interleukin-17/biosynthesis"	"MESH"	0.002840909090909	1	12744.7585802087	0.445733879851201	6.26861053600184	0.29520364756115	5.61151759395396	371	14
"interleukin-1alpha/metabolism"	"MESH"	0.0056818181818181	2	134.940301083264	0.405293444943951	3.33966547192354	0.00514575165473564	41.9841555333178	160	12
"interleukin-1beta/metabolism"	"MESH"	0.0085227272727272	3	1364.18056377985	0.45449334422417	3.34122544122544	0.0352276154346756	-73.2220074909089	780	19
"interleukin-4/genetics"	"MESH"	0.002840909090909	1	6103.3388104974	0.438083018871616	6.64973262032085	0.271067125918636	-96.2764867337464	861	8
"interleukin-4/metabolism"	"MESH"	0.0056818181818181	2	630.089828225876	0.493359311461336	7.30950046685341	0.0877724163108522	15.2991784824624	333	22
"interleukin-6/genetics"	"MESH"	0.0085227272727272	3	2236.041492391	0.450908665138108	5.73023809523809	0.150054165806892	-120.371521784465	942	8
"interleukin-6/metabolism"	"MESH"	0.0227272727272727	8	1347.7276901833	0.478515356246912	6.13831425712231	0.11384343105665	31.9676398588813	218	22
"interleukin-8/genetics"	"MESH"	0.0085227272727272	3	1726.01392682109	0.450908665138108	5.73023809523809	0.127998960333963	-120.371543751801	943	8
"interleukin-8/metabolism"	"MESH"	0.0255681818181818	9	1913.38088152605	0.444622376203953	4.45375957375957	0.0960619672703608	-142.488396913873	967	21
"intestinal diseases/blood"	"MESH"	0.002840909090909	1	72681.429186484	0.420750581648903	8.63980179028132	0.674270051269028	-37.9420772613627	656	26
"intestinal mucosa/immunology"	"MESH"	0.0085227272727272	3	224.042555273635	0.416964020588074	2.09378023936848	0.00320828240821574	-176.134352147739	995	10
"intestinal mucosa/metabolism"	"MESH"	0.0142045454545454	5	470.865755741858	0.416976984521092	1.72409942767366	0.00464278344788178	-154.832202483865	981	8
"IREB2"	"GENE"	0.002840909090909	1	697.191597112344	0.445014342612104	3.20987958401751	0.0197675433723274	-29.3364903112998	604	7
"iron chelating agents/pharmacology"	"MESH"	0.002840909090909	1	573.362197208771	0.423486199012093	2.01745568238309	0.00843736607355439	-68.7199238205157	773	6
"iron/blood"	"MESH"	0.0056818181818181	2	818.876608576192	0.419958105868709	3.67645757020757	0.0281394342946937	-134.236920870419	961	17
"iron/chemistry"	"MESH"	0.002840909090909	1	17073.9830285111	0.481440214322237	8.56422466422466	0.532123498039714	81.5530482627841	52	14
"iron/metabolism"	"MESH"	0.0198863636363636	7	1424.182154387	0.455667037187279	4.51841214341215	0.0755662608530023	-98.011748658478	870	6
"isoflavones/adverse effects"	"MESH"	0.002840909090909	1	2915.61651697661	0.415387626732409	4.29883540372671	0.100212695036587	-120.747286019654	947	1
"isoindoles"	"MESH"	0.002840909090909	1	78482.5143796178	0.437885843692377	9.41116287094547	0.736515094998492	-98.4610727743917	881	7
"ITGA4"	"GENE"	0.002840909090909	1	21459.0607591361	0.427692976920898	7.36734006734006	0.466843780257456	21.1938881626143	293	16
"ITGAM"	"GENE"	0.0085227272727272	3	1482.34282956664	0.436064881573173	5.98471528471528	0.123426612275996	-92.0607180313623	849	13
"ITGB1"	"GENE"	0.002840909090909	1	39770.1545478895	0.427692976920898	7.36734006734006	0.517158457802257	21.193938276835	290	16
"ITGB2"	"GENE"	0.002840909090909	1	25392.0567313975	0.394654816877494	7.60757575757575	0.51264067237028	-118.52352286811	936	13
"ITK"	"GENE"	0.002840909090909	1	102874.022341597	0.455370147484694	10.977355977356	0.834841907271313	20.4324153958317	301	1
"JAK2"	"GENE"	0.037037037037037	1	4191.22042709847	0.421846862076699	4.35119047619047	0.126694417548928	-94.8530440864297	854	6
"JAK3"	"GENE"	0.002840909090909	1	34022.1457613029	0.470938313568857	10.3497664171577	0.730027102744401	-4.42791161228111	451	20
"janus kinase 3/metabolism"	"MESH"	0.002840909090909	1	50428.3092759996	0.470938313568857	10.3497664171577	0.763833113760099	-4.42787794095539	449	20
"janus kinases/metabolism"	"MESH"	0.002840909090909	1	67059.2892159958	0.464717676704658	9.57632275132274	0.748291693782638	78.7984337491761	59	14
"JUN"	"GENE"	0.0056818181818181	2	3160.51781943947	0.371198760319025	3.39825616944261	0.0624255964191045	-121.611723921314	952	10
"JUND"	"GENE"	0.0056818181818181	2	4905.44318068219	0.371198760319025	3.39825616944261	0.0757507817336233	-121.611710649217	949	10
"jurkat cells"	"MESH"	0.0511363636363636	18	3304.15233932398	0.513158197748447	5.59375137594045	0.168372327423374	14.5376447044572	334	20
"jurkat cells/drug effects"	"MESH"	0.0056818181818181	2	849.688307173111	0.468513368901348	5.59451659451659	0.0714373581371724	98.9832658614752	36	3
"k562 cells"	"MESH"	0.002840909090909	1	21968.6881880437	0.408692682879578	6.7515873015873	0.377267821145696	-8.42101661878798	471	15
"KCNQ1"	"GENE"	0.002840909090909	1	11037.8565864036	0.447326919266914	6.70119047619047	0.31010916493389	-105.598353581909	912	9
"KCNQ1OT1"	"GENE"	0.002840909090909	1	11529.6951227923	0.447326919266914	6.70119047619047	0.314117037824796	-105.598349590004	911	9
"KDM5B"	"GENE"	0.002840909090909	1	60654.2133996146	0.460831409836116	10.2844196723992	0.768192171552832	-0.857690403597717	404	30
"KDM6B"	"GENE"	0.002840909090909	1	72583.9071596863	0.460831409836116	10.2844196723992	0.79168981444739	-0.857666999570929	403	30
"KDM8"	"GENE"	0.037037037037037	1	1365991.76223884	0.396777356913399	13.037037037037	0.950803360264123	-84.2850238085414	820	24
"KDR"	"GENE"	0.002840909090909	1	8034.29251971661	0.458050433376022	5.97740683229813	0.248419667941779	71.1089944334613	82	2
"KEAP1"	"GENE"	0.002840909090909	1	92701.217451812	0.426266401584322	10.2761904761905	0.800862287900192	21.9116603042601	278	3
"kelch-like ech-associated protein 1/metabolism"	"MESH"	0.002840909090909	1	122306.715903553	0.426266401584322	10.2761904761905	0.813403755495944	21.9116727957616	277	3
"keratinocytes/drug effects"	"MESH"	0.002840909090909	1	61436.8269682995	0.437885843692377	9.41116287094547	0.706622712337899	-98.4611025476812	883	7
"kidney"	"MESH"	0.037037037037037	1	6660.63517070131	0.397945264032355	5.5	0.203330105871335	-111.601232609556	924	17
"killer cells natural/cytology"	"MESH"	0.002840909090909	1	125713.928387127	0.403013820781567	9.14882154882154	0.733043919937779	37.1474165226547	188	27
