CommunityID	pathway	ORA.P.Value	ORA.Adj.P.Value	Community.Pathway.Overlap	CommunityMeanQScore	CommunitySize	CommunityGenes
75	Oxidative Stress Induced Senescence	1.70607639233022e-07	1.49379734696269e-06	PHC2_EED_CBX8_CBX4_CBX2_SUZ12_SCMH1_RING1_BMI1_CBX6_PHC3_PHC1	3.04419274389876e-05	95	TRIP13_CBX7_L3MBTL2_DECR1_FBXO5_PCGF1_SCML2_PHC2_ESPL1_USP44_BARD1_CDH1_ANAPC5_EED_UBE2S_MECOM_MIER2_ASXL3_CBX8_CBX4_BUB1B_MAD2L1_UBE2E1_CBX2_ANAPC2_SUZ12_ZFP42_SCMH1_DEF6_EZH1_YAF2_FOXK1_SHMT2_CBX3_ANAPC1_BRAT1_JARID2_AUTS2_MORC4_MBD6_FBRS_UBE2C_ANAPC11_BABAM1_CDC16_PCGF3_NEK2_BAP1_BUB3_BRCC3_PCGF6_MTF2_CDC20_CDC26_PHF1_RING1_ASXL1_CSNK2B_BMI1_KDM2B_BCOR_SCML1_NAP1L4_CDC20B_PTTG1_CDC23_AEBP2_ASXL2_CBX6_MBD5_YY2_UBAP2L_ANAPC7_FBRSL1_EWSR1_CFAP97_MAD2L1BP_EHMT1_BRCA1_RYBP_PHC3_ANAPC13_ANAPC4_CDC27_BCORL1_CUL7_ANAPC15_PHC1_PCGF5_COMMD3-BMI1_CSNK2A3_ANAPC16_ANAPC10_PCGF2_PHF19
20	Cellular response to chemical stress	1.83886465953802e-07	1.60545003369981e-06	TBL1X_CREBBP_NCOR1_HDAC3_CARM1_NCOR2_NCOA1_PPARA_TBL1XR1_RXRA_CHD9	7.29354404657717e-05	93	TFAP2D_HDAC7_TFAP2C_HDAC10_TBL1X_PDIA2_MID1_USF2_CAV2_NMI_NR1D1_FOXA1_NR1H2_RARA_NR0B2_ROR1_CREBBP_AJUBA_EP300_ZNF106_HDAC4_THRA_LYL1_PPARGC1A_NCOR1_POU4F2_ATAD2_HDAC11_HDAC3_KMT5B_PPARD_TRIM59_HNF4A_ETV4_DDX54_PGR_CARM1_NR2F1_RORC_RARB_NR1I2_SRA1_ESR2_NR4A2_PTGES2_RXRG_ESRRG_NR5A2_NR1I3_USF1_ZNF217_NCOA3_CITED4_TFAP2E_HDAC8_RXRB_ABCA1_MKX_RORB_POU4F1_TFAP2A_GPS2_GREB1_PAX3_NCOA7_JMY_THRB_DEK_GRIP1_NRIP1_NCOR2_KCTD1_ESRRA_NCOA1_PPARA_KDM3A_RARG_KCTD15_CITED1_ESR1_TBL1XR1_PRMT1_SESTD1_RXRA_ADAMTS12_FAM120B_NR4A1_CITED2_NR1H4_CALCOCO1_CHD9_NR1H3_CRABP2
87	G1/S DNA Damage Checkpoints	1.93542881655102e-07	1.68012866211708e-06	CCNA1_CCNE1_CDK2_CDC25A_CDKN1A_CDKN2A_CCNE2	0.000135115033435454	54	CDK13_CCND1_CCNI_CCNA1_CCNB1_CDK4_USP37_CDK17_CCND2_CCNT1_MYT1_CCNE1_CDKN2C_CCNT2_CDK6_CDK2_CCN1_SKP2_CDK16_CDKN2B_CCNO_CCNB2_HEXIM2_CDC25A_CKS1B_CCNG2_TRIM49_CDKN3_SPDYA_CCNG1_BCCIP_CCND3_CDK9_CCNY_CKS2_CCNB3_CDK14_CCNK_CDKN2D_CCNJL_CDK1_CCNF_CDKN1A_CNPPD1_SSB_HNRNPLL_CCNP_CDK12_TEN1-CDK3_CDKN1C_CDKN2A_CCNE2_CCNJ_CCNI2
87	TP53 Regulates Transcription of Cell Cycle Genes	1.93542881655102e-07	1.68012866211708e-06	CCNA1_CCNB1_CCNE1_CDK2_CDK1_CDKN1A_CCNE2	0.000135115033435454	54	CDK13_CCND1_CCNI_CCNA1_CCNB1_CDK4_USP37_CDK17_CCND2_CCNT1_MYT1_CCNE1_CDKN2C_CCNT2_CDK6_CDK2_CCN1_SKP2_CDK16_CDKN2B_CCNO_CCNB2_HEXIM2_CDC25A_CKS1B_CCNG2_TRIM49_CDKN3_SPDYA_CCNG1_BCCIP_CCND3_CDK9_CCNY_CKS2_CCNB3_CDK14_CCNK_CDKN2D_CCNJL_CDK1_CCNF_CDKN1A_CNPPD1_SSB_HNRNPLL_CCNP_CDK12_TEN1-CDK3_CDKN1C_CDKN2A_CCNE2_CCNJ_CCNI2
19	Molecules associated with elastic fibres	2.08206271803642e-07	1.80228554030027e-06	ITGB8_VTN_ITGAV_ITGB6_ITGB5_ITGA8_ITGB1_ITGB3	0.000284378021780997	86	ITGA3_ICAM3_ITGB4_MADCAM1_PLAT_ICAM5_ITGB8_SERPINE1_VTN_SELPLG_SNX17_LRP1_FGL2_TNS4_THBS1_ITGAV_ITGA2B_ITGAE_SELP_CD80_ITGA9_ICAM1_F13A1_TNC_ITGB7_MFGE8_ITGB6_THY1_GPC2_ITGA5_VCAM1_ITGB5_ITGA2_EDIL3_JAM3_CD28_FGB_FGA_PLG_BTN2A1_CSPG4_SPHK1_CD209_NCL_SERPINF2_FBN1_ITGA11_CD86_FGG_PLAUR_DMP1_ICAM4_FN1_COL18A1_ITGAL_TGM2_THBS2_F13B_CCN2_IGSF8_ADAM12_ITGA10_MMP9_SDC4_PLAU_ITGA8_SAT1_CD9_ITGAD_SPP1_ITGB1_ITGA4_ITGB2_FGL1_JAM2_MDK_NPNT_SERPINB2_ICAM2_TGFBI_ITGAM_ITGB3_ADAM8_ITGAX_GRIP2_SPON2
75	S Phase	2.23606009049428e-07	1.93010625941532e-06	ANAPC5_UBE2S_UBE2E1_ANAPC2_ANAPC1_UBE2C_ANAPC11_CDC16_CDC26_CDC23_ANAPC7_ANAPC4_CDC27_ANAPC15_ANAPC16_ANAPC10	3.04419274389876e-05	95	TRIP13_CBX7_L3MBTL2_DECR1_FBXO5_PCGF1_SCML2_PHC2_ESPL1_USP44_BARD1_CDH1_ANAPC5_EED_UBE2S_MECOM_MIER2_ASXL3_CBX8_CBX4_BUB1B_MAD2L1_UBE2E1_CBX2_ANAPC2_SUZ12_ZFP42_SCMH1_DEF6_EZH1_YAF2_FOXK1_SHMT2_CBX3_ANAPC1_BRAT1_JARID2_AUTS2_MORC4_MBD6_FBRS_UBE2C_ANAPC11_BABAM1_CDC16_PCGF3_NEK2_BAP1_BUB3_BRCC3_PCGF6_MTF2_CDC20_CDC26_PHF1_RING1_ASXL1_CSNK2B_BMI1_KDM2B_BCOR_SCML1_NAP1L4_CDC20B_PTTG1_CDC23_AEBP2_ASXL2_CBX6_MBD5_YY2_UBAP2L_ANAPC7_FBRSL1_EWSR1_CFAP97_MAD2L1BP_EHMT1_BRCA1_RYBP_PHC3_ANAPC13_ANAPC4_CDC27_BCORL1_CUL7_ANAPC15_PHC1_PCGF5_COMMD3-BMI1_CSNK2A3_ANAPC16_ANAPC10_PCGF2_PHF19
7	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	2.32874902053335e-07	2.00443453829523e-06	RPS27A_UBXN1_UBB_RNF185_RNF5_UBA52_UBC	3.81199428151755e-05	146	USP28_OTUD5_TRIP6_OTUB2_JOSD1_TTLL12_BIRC7_RNF125_STUB1_UBE2D4_ZPR1_USP5_DNPH1_TTC1_TRIM23_ZFAND5_TXNDC17_TRIM21_RNF128_USP30_MDM2_RNF38_USP2_UBE2K_FAF2_N4BP1_UFD1_UBE2R2_LNX1_CBLB_HERC5_UFSP2_KLF1_RAD18_ARRDC3_UBE2B_UBE2Q2_RNF165_RPS27A_UCHL1_USP43_UBE2L6_UBR1_UBE2Q1_UBXN1_RNF25_UBXN7_RNF169_UBB_GPR37_RNF181_HLTF_BOLL_TYMS_UBE2N_USP9X_RNF152_RNF185_RNF144A_UBE2O_TTC9C_RNF40_YOD1_RLIM_NPLOC4_UBA7_MX2_ZNRF1_ISYNA1_UBE2G2_UBA1_UBE2V1_RNF13_RNF41_UBE4B_OLFM3_UBQLN2_WAC_ZFYVE19_UBA5_MYLIP_UBE2D3_WWP2_ZRANB1_UBE2Z_DCLRE1A_MDM4_SHPRH_HDC_USP16_UFC1_UBQLN4_ZRANB2_UBE2U_UBE2A_STAMBPL1_UBR2_UBE2D1_PINK1_RNF5_NFKBIL1_UBQLN1_UCHL3_TDP2_ISG15_UFM1_ARIH1_ATXN3L_SRXN1_UFSP1_RNF20_WDR45B_UBTD2_USP8_UBE2E2_UBE2G1_USP34_UBE2D2_UBAC2_UBE2E3_UBA52_UBE2W_UBE2L3_TRIM32_NBR1_TOM1_DDX41_NEDD4_ERBIN_UBE2V2_UBR5_UBC_OTUB1_MYCBP2_CD63_UBE2J1_POTEB2_UBL7_POLI_OTUD7B_UBBP4_UNK_RAD23A_JOSD2_ATXN3_MARK1
20	Activation of gene expression by SREBF (SREBP)_AND_Regulation of cholesterol biosynthesis by SREBP (SREBF)	2.54062707877354e-07	2.18064527014732e-06	TBL1X_CREBBP_CARM1_NCOA1_PPARA_TBL1XR1_RXRA_CHD9	7.29354404657717e-05	93	TFAP2D_HDAC7_TFAP2C_HDAC10_TBL1X_PDIA2_MID1_USF2_CAV2_NMI_NR1D1_FOXA1_NR1H2_RARA_NR0B2_ROR1_CREBBP_AJUBA_EP300_ZNF106_HDAC4_THRA_LYL1_PPARGC1A_NCOR1_POU4F2_ATAD2_HDAC11_HDAC3_KMT5B_PPARD_TRIM59_HNF4A_ETV4_DDX54_PGR_CARM1_NR2F1_RORC_RARB_NR1I2_SRA1_ESR2_NR4A2_PTGES2_RXRG_ESRRG_NR5A2_NR1I3_USF1_ZNF217_NCOA3_CITED4_TFAP2E_HDAC8_RXRB_ABCA1_MKX_RORB_POU4F1_TFAP2A_GPS2_GREB1_PAX3_NCOA7_JMY_THRB_DEK_GRIP1_NRIP1_NCOR2_KCTD1_ESRRA_NCOA1_PPARA_KDM3A_RARG_KCTD15_CITED1_ESR1_TBL1XR1_PRMT1_SESTD1_RXRA_ADAMTS12_FAM120B_NR4A1_CITED2_NR1H4_CALCOCO1_CHD9_NR1H3_CRABP2
141	RHO GTPases activate PKNs	2.67885858268724e-07	2.29283205096854e-06	RHOB_RHOC_PKN3_PKN2_RHOA	4.27715400410929e-05	38	RASL10A_ARHGDIG_RHOV_ARHGDIB_RHPN2_ARHGAP20_ANLN_RHOF_ARHGDIA_RHOB_RTKN_RHOC_PKN3_RHOD_RHOJ_ROCK2_DIAPH2_RHOT2_ARHGEF25_ARHGEF1_RHOBTB1_RAP1GDS1_NET1_RHOT1_RHOU_KIF14_PKN2_RND3_SHROOM2_RHOH_CIT_PRC1_DIAPH1_ROCK1_DIAPH3_RHOA_PRRC1_MCF2L
47	TP53 Regulates Transcription of Cell Death Genes	2.80096313778239e-07	2.39062596101483e-06	TNFRSF10A_TNFRSF10B_FAS_TNFRSF10D_CASP2_PIDD1_TNFRSF10C_CRADD	0.000114875800410217	116	TNFRSF17_TNFRSF1A_USP18_TAB1_RIPK3_RIPK2_TNFRSF10A_NOD1_LTBR_TNFSF10_TNFSF9_TRAF2_TICAM1_NDFIP1_OASL_HTRA2_RIPK1_TRAF5_TNFRSF13B_NLRC5_PRKCQ_BIRC3_IFIH1_USP4_TNFRSF10B_AASDHPPT_OTULIN_BAG4_TNFRSF13C_TNFSF12_TLR3_PRDX3_NOD2_FADD_FAS_MLKL_TNFRSF10D_MADD_CFLAR_CASP2_RNF31_MALT1_FAIM2_TRIM25_TNFRSF12A_RNF135_TBK1_PIDD1_TRADD_TNFSF13_MAP4K4_STK39_RBCK1_TNFRSF10C_CASP8_PELI1_MAP3K5_CLIP3_TIFA_MAP3K3_TAB2_FASLG_MAP3K7_TNFRSF6B_CHUK_BCL10_CD40LG_ZBP1_XIAP_CD40_C9orf78_CAP1_TRAF1_TNFSF15_UGCG_TNFSF13B_TNFRSF1B_TNFRSF25_TAB3_DDX58_SQSTM1_TANK_FAF1_TAX1BP1_TRIM40_CARD11_SHARPIN_MAP3K1_CARD10_RAD54L2_NLRX1_CYLD_DIABLO_TNF_MAVS_LTA_LTB_NSMAF_BIRC8_SPATA2_AZI2_MAP3K6_TNIP3_IKBKB_TRAF6_CRADD_IKBKE_ERC1_TNFSF14_BIRC2_TNFRSF9_RTEL1-TNFRSF6B_TNFAIP3_MAP3K14_NR2C2_IKBKG
7	Selective autophagy	2.85909795298857e-07	2.43342778289279e-06	USP30_RPS27A_UBB_UBE2N_UBE2V1_PINK1_UBA52_NBR1_UBC	3.81199428151755e-05	146	USP28_OTUD5_TRIP6_OTUB2_JOSD1_TTLL12_BIRC7_RNF125_STUB1_UBE2D4_ZPR1_USP5_DNPH1_TTC1_TRIM23_ZFAND5_TXNDC17_TRIM21_RNF128_USP30_MDM2_RNF38_USP2_UBE2K_FAF2_N4BP1_UFD1_UBE2R2_LNX1_CBLB_HERC5_UFSP2_KLF1_RAD18_ARRDC3_UBE2B_UBE2Q2_RNF165_RPS27A_UCHL1_USP43_UBE2L6_UBR1_UBE2Q1_UBXN1_RNF25_UBXN7_RNF169_UBB_GPR37_RNF181_HLTF_BOLL_TYMS_UBE2N_USP9X_RNF152_RNF185_RNF144A_UBE2O_TTC9C_RNF40_YOD1_RLIM_NPLOC4_UBA7_MX2_ZNRF1_ISYNA1_UBE2G2_UBA1_UBE2V1_RNF13_RNF41_UBE4B_OLFM3_UBQLN2_WAC_ZFYVE19_UBA5_MYLIP_UBE2D3_WWP2_ZRANB1_UBE2Z_DCLRE1A_MDM4_SHPRH_HDC_USP16_UFC1_UBQLN4_ZRANB2_UBE2U_UBE2A_STAMBPL1_UBR2_UBE2D1_PINK1_RNF5_NFKBIL1_UBQLN1_UCHL3_TDP2_ISG15_UFM1_ARIH1_ATXN3L_SRXN1_UFSP1_RNF20_WDR45B_UBTD2_USP8_UBE2E2_UBE2G1_USP34_UBE2D2_UBAC2_UBE2E3_UBA52_UBE2W_UBE2L3_TRIM32_NBR1_TOM1_DDX41_NEDD4_ERBIN_UBE2V2_UBR5_UBC_OTUB1_MYCBP2_CD63_UBE2J1_POTEB2_UBL7_POLI_OTUD7B_UBBP4_UNK_RAD23A_JOSD2_ATXN3_MARK1
51	POLB-Dependent Long Patch Base Excision Repair	2.87712229511121e-07	2.44194753014035e-06	PARP2_LIG1_FEN1_PARP1_PARG	1.48909973865085e-05	85	RFC2_DMC1_POLE2_CHRAC1_RPA3_POLK_MAD2L2_HELB_PARP2_RPA1_MACROD1_REV1_HUS1_BACH1_TOPBP1_TIPIN_CHTF18_LIG1_POLD3_ZRANB3_NBN_POLA2_MDP1_ETAA1_UHRF2_CEP164_SPRTN_WRN_FEN1_DONSON_RAD9A_POLD4_CLSPN_ATAD5_PRIMPOL_RCHY1_DSCC1_POLE_ATRIP_MRE11_PIF1_TOP1MT_PURA_RAD54B_ATR_CDAN1_ZBTB14_SMARCAL1_PRIM1_DNA2_RAD52_REV3L_RFWD3_EXO1_PARP1_CHD1L_RAD54L_POLH_RPA4_RPA2_RAD50_POLA1_PCNA_FBH1_RFC3_HUS1B_RFC1_RAD1_RAD51_RFC4_RAD9B_PURB_RBBP8_PARG_RPAIN_CHEK1_POLD1_RFC5_CHTF8_RAD17_POLG2_TIMELESS_RHNO1_POLD2_PRIM2
87	Senescence-Associated Secretory Phenotype (SASP)	3.22421853877633e-07	2.72894274656986e-06	CCNA1_CDK4_CDKN2C_CDK6_CDK2_CDKN2B_CDKN2D_CDKN1A_CDKN2A	0.000135115033435454	54	CDK13_CCND1_CCNI_CCNA1_CCNB1_CDK4_USP37_CDK17_CCND2_CCNT1_MYT1_CCNE1_CDKN2C_CCNT2_CDK6_CDK2_CCN1_SKP2_CDK16_CDKN2B_CCNO_CCNB2_HEXIM2_CDC25A_CKS1B_CCNG2_TRIM49_CDKN3_SPDYA_CCNG1_BCCIP_CCND3_CDK9_CCNY_CKS2_CCNB3_CDK14_CCNK_CDKN2D_CCNJL_CDK1_CCNF_CDKN1A_CNPPD1_SSB_HNRNPLL_CCNP_CDK12_TEN1-CDK3_CDKN1C_CDKN2A_CCNE2_CCNJ_CCNI2
45	Signaling by MET	3.59271528450826e-07	3.0324109340434e-06	GAB1_HGF_PIK3CA_CBL_STAT3_CRK_PTPN2_TNS3_MET_PTPN11_CRKL_PTPN1_RAPGEF1_SRC_GRB2_SHC1_MUC20_PIK3R1	0.0045877832331996	212	LCP2_CD22_EPHA8_EFNB1_EFNA2_ST13_IL2RB_SOS2_GAB1_CD79A_EPOR_HGF_BLNK_EFNB3_IL2_IL23A_IFNG_IL12B_IL4_IL5_NCK2_DOK1_KALRN_FLT3_IL9R_SPHK2_EFNB2_GDF15_KIDINS220_PDGFRA_BLK_LRPPRC_PDGFRB_ATF1_IL12RB2_DNAJA3_DOK5_A1BG_GRB14_PIK3CA_CBL_NGEF_TXK_IL21_STAT3_TSPAN3_IGF1R_CBLC_RASA1_IL9_EPHA1_DOK2_NTRK2_MS4A1_EPHA4_MARS2_GRAP_TIAM1_KIT_FCER1G_IFNGR2_SHF_STAT5B_IL15_IL3_CSF2_INPPL1_CLEC4E_STAT6_CRK_CLEC7A_NRTN_IL12A_BCR_INSR_IRS1_GP6_PTPN2_TNS3_LEP_GH1_ANGPT2_STAT2_MET_SH2B1_IL23R_IL3RA_EFNA5_SOCS1_SOCS3_PDGFB_LEPR_EPHB3_GH2_BTLA_PCP2_EPHA3_LCK_IL21R_GRAP2_PTPN11_STAT5A_JAK1_GFRAL_DOK4_SPRY4_SH2B3_CRKL_PDGFA_FYN_GFRA1_RET_TNFRSF14_BMX_EPHB4_EPHA2_FCGR2B_NTRK3_STAT1_GAB2_ARHGEF15_SAMD5_NPHS2_IFNGR1_FCER1A_INSRR_EFNA1_EFNA3_IL6R_EPHA7_VAV3_PTPN1_IL13RA1_VAV2_IRS4_RAPGEF1_FRS3_EPHA10_SRC_FGR_IL2RG_EPHB2_SYK_SHC3_IRS2_PRUNE2_IL2RA_TEK_TEC_JAK2_ANGPT4_CLEC6A_DOK6_ALK_EPHA6_STAT4_GRB2_CD79B_LAT_IL4R_ETV6_CD72_IRF9_IL15RA_INS_PTK2B_EPHB1_GRB10_SIRPA_CSF2RB_BCL6_ARHGAP35_PTPN6_JAK3_SLA_CSF2RA_ITK_SHC1_GRB7_INPP5D_LAX1_CISH_IL5RA_MUC20_EFNA4_IL31RA_SEMA4D_NCK1_PARP14_PDGFC_DAPP1_PIK3R1_ANGPT1_GFRA2_LYN_TYK2_MYO18A_SH2B2_CLEC4C_HCK_FRS2_PTPN21_YES1_MAP4K1_FLT3LG_IL12RB1_VAV1_EPHA5_SOCS2_EPHB6_GHR_BTK
75	PRC2 methylates histones and DNA	3.70567089428349e-07	3.11911028035408e-06	EED_SUZ12_JARID2_MTF2_PHF1_AEBP2_PHF19	3.04419274389876e-05	95	TRIP13_CBX7_L3MBTL2_DECR1_FBXO5_PCGF1_SCML2_PHC2_ESPL1_USP44_BARD1_CDH1_ANAPC5_EED_UBE2S_MECOM_MIER2_ASXL3_CBX8_CBX4_BUB1B_MAD2L1_UBE2E1_CBX2_ANAPC2_SUZ12_ZFP42_SCMH1_DEF6_EZH1_YAF2_FOXK1_SHMT2_CBX3_ANAPC1_BRAT1_JARID2_AUTS2_MORC4_MBD6_FBRS_UBE2C_ANAPC11_BABAM1_CDC16_PCGF3_NEK2_BAP1_BUB3_BRCC3_PCGF6_MTF2_CDC20_CDC26_PHF1_RING1_ASXL1_CSNK2B_BMI1_KDM2B_BCOR_SCML1_NAP1L4_CDC20B_PTTG1_CDC23_AEBP2_ASXL2_CBX6_MBD5_YY2_UBAP2L_ANAPC7_FBRSL1_EWSR1_CFAP97_MAD2L1BP_EHMT1_BRCA1_RYBP_PHC3_ANAPC13_ANAPC4_CDC27_BCORL1_CUL7_ANAPC15_PHC1_PCGF5_COMMD3-BMI1_CSNK2A3_ANAPC16_ANAPC10_PCGF2_PHF19
7	Aggrephagy	3.7992384191065e-07	3.17158341452534e-06	RPS27A_UBB_UBE2N_UBE2V1_UBA52_UBC	3.81199428151755e-05	146	USP28_OTUD5_TRIP6_OTUB2_JOSD1_TTLL12_BIRC7_RNF125_STUB1_UBE2D4_ZPR1_USP5_DNPH1_TTC1_TRIM23_ZFAND5_TXNDC17_TRIM21_RNF128_USP30_MDM2_RNF38_USP2_UBE2K_FAF2_N4BP1_UFD1_UBE2R2_LNX1_CBLB_HERC5_UFSP2_KLF1_RAD18_ARRDC3_UBE2B_UBE2Q2_RNF165_RPS27A_UCHL1_USP43_UBE2L6_UBR1_UBE2Q1_UBXN1_RNF25_UBXN7_RNF169_UBB_GPR37_RNF181_HLTF_BOLL_TYMS_UBE2N_USP9X_RNF152_RNF185_RNF144A_UBE2O_TTC9C_RNF40_YOD1_RLIM_NPLOC4_UBA7_MX2_ZNRF1_ISYNA1_UBE2G2_UBA1_UBE2V1_RNF13_RNF41_UBE4B_OLFM3_UBQLN2_WAC_ZFYVE19_UBA5_MYLIP_UBE2D3_WWP2_ZRANB1_UBE2Z_DCLRE1A_MDM4_SHPRH_HDC_USP16_UFC1_UBQLN4_ZRANB2_UBE2U_UBE2A_STAMBPL1_UBR2_UBE2D1_PINK1_RNF5_NFKBIL1_UBQLN1_UCHL3_TDP2_ISG15_UFM1_ARIH1_ATXN3L_SRXN1_UFSP1_RNF20_WDR45B_UBTD2_USP8_UBE2E2_UBE2G1_USP34_UBE2D2_UBAC2_UBE2E3_UBA52_UBE2W_UBE2L3_TRIM32_NBR1_TOM1_DDX41_NEDD4_ERBIN_UBE2V2_UBR5_UBC_OTUB1_MYCBP2_CD63_UBE2J1_POTEB2_UBL7_POLI_OTUD7B_UBBP4_UNK_RAD23A_JOSD2_ATXN3_MARK1
7	Downregulation of ERBB2:ERBB3 signaling	3.7992384191065e-07	3.17158341452534e-06	RPS27A_UBB_RNF41_USP8_UBA52_UBC	3.81199428151755e-05	146	USP28_OTUD5_TRIP6_OTUB2_JOSD1_TTLL12_BIRC7_RNF125_STUB1_UBE2D4_ZPR1_USP5_DNPH1_TTC1_TRIM23_ZFAND5_TXNDC17_TRIM21_RNF128_USP30_MDM2_RNF38_USP2_UBE2K_FAF2_N4BP1_UFD1_UBE2R2_LNX1_CBLB_HERC5_UFSP2_KLF1_RAD18_ARRDC3_UBE2B_UBE2Q2_RNF165_RPS27A_UCHL1_USP43_UBE2L6_UBR1_UBE2Q1_UBXN1_RNF25_UBXN7_RNF169_UBB_GPR37_RNF181_HLTF_BOLL_TYMS_UBE2N_USP9X_RNF152_RNF185_RNF144A_UBE2O_TTC9C_RNF40_YOD1_RLIM_NPLOC4_UBA7_MX2_ZNRF1_ISYNA1_UBE2G2_UBA1_UBE2V1_RNF13_RNF41_UBE4B_OLFM3_UBQLN2_WAC_ZFYVE19_UBA5_MYLIP_UBE2D3_WWP2_ZRANB1_UBE2Z_DCLRE1A_MDM4_SHPRH_HDC_USP16_UFC1_UBQLN4_ZRANB2_UBE2U_UBE2A_STAMBPL1_UBR2_UBE2D1_PINK1_RNF5_NFKBIL1_UBQLN1_UCHL3_TDP2_ISG15_UFM1_ARIH1_ATXN3L_SRXN1_UFSP1_RNF20_WDR45B_UBTD2_USP8_UBE2E2_UBE2G1_USP34_UBE2D2_UBAC2_UBE2E3_UBA52_UBE2W_UBE2L3_TRIM32_NBR1_TOM1_DDX41_NEDD4_ERBIN_UBE2V2_UBR5_UBC_OTUB1_MYCBP2_CD63_UBE2J1_POTEB2_UBL7_POLI_OTUD7B_UBBP4_UNK_RAD23A_JOSD2_ATXN3_MARK1
7	ABC-family proteins mediated transport_AND_Calnexin/calreticulin cycle_AND_Defective CFTR causes cystic fibrosis_AND_ER Quality Control Compartment (ERQC)	3.7992384191065e-07	3.17158341452534e-06	RPS27A_UBB_RNF185_RNF5_UBA52_UBC	3.81199428151755e-05	146	USP28_OTUD5_TRIP6_OTUB2_JOSD1_TTLL12_BIRC7_RNF125_STUB1_UBE2D4_ZPR1_USP5_DNPH1_TTC1_TRIM23_ZFAND5_TXNDC17_TRIM21_RNF128_USP30_MDM2_RNF38_USP2_UBE2K_FAF2_N4BP1_UFD1_UBE2R2_LNX1_CBLB_HERC5_UFSP2_KLF1_RAD18_ARRDC3_UBE2B_UBE2Q2_RNF165_RPS27A_UCHL1_USP43_UBE2L6_UBR1_UBE2Q1_UBXN1_RNF25_UBXN7_RNF169_UBB_GPR37_RNF181_HLTF_BOLL_TYMS_UBE2N_USP9X_RNF152_RNF185_RNF144A_UBE2O_TTC9C_RNF40_YOD1_RLIM_NPLOC4_UBA7_MX2_ZNRF1_ISYNA1_UBE2G2_UBA1_UBE2V1_RNF13_RNF41_UBE4B_OLFM3_UBQLN2_WAC_ZFYVE19_UBA5_MYLIP_UBE2D3_WWP2_ZRANB1_UBE2Z_DCLRE1A_MDM4_SHPRH_HDC_USP16_UFC1_UBQLN4_ZRANB2_UBE2U_UBE2A_STAMBPL1_UBR2_UBE2D1_PINK1_RNF5_NFKBIL1_UBQLN1_UCHL3_TDP2_ISG15_UFM1_ARIH1_ATXN3L_SRXN1_UFSP1_RNF20_WDR45B_UBTD2_USP8_UBE2E2_UBE2G1_USP34_UBE2D2_UBAC2_UBE2E3_UBA52_UBE2W_UBE2L3_TRIM32_NBR1_TOM1_DDX41_NEDD4_ERBIN_UBE2V2_UBR5_UBC_OTUB1_MYCBP2_CD63_UBE2J1_POTEB2_UBL7_POLI_OTUD7B_UBBP4_UNK_RAD23A_JOSD2_ATXN3_MARK1
87	Formation of HIV elongation complex in the absence of HIV Tat_AND_Formation of RNA Pol II elongation complex _AND_HIV elongation arrest and recovery_AND_Pausing and recovery of HIV elongation_AND_RNA Polymerase II Pre-transcription Events_AND_RNA Polymerase II Transcription Elongation_AND_Transcription of the HIV genome	4.14725269345446e-07	3.4526445237584e-06	CCNT1_CCNT2_CDK9_CCNK	0.000135115033435454	54	CDK13_CCND1_CCNI_CCNA1_CCNB1_CDK4_USP37_CDK17_CCND2_CCNT1_MYT1_CCNE1_CDKN2C_CCNT2_CDK6_CDK2_CCN1_SKP2_CDK16_CDKN2B_CCNO_CCNB2_HEXIM2_CDC25A_CKS1B_CCNG2_TRIM49_CDKN3_SPDYA_CCNG1_BCCIP_CCND3_CDK9_CCNY_CKS2_CCNB3_CDK14_CCNK_CDKN2D_CCNJL_CDK1_CCNF_CDKN1A_CNPPD1_SSB_HNRNPLL_CCNP_CDK12_TEN1-CDK3_CDKN1C_CDKN2A_CCNE2_CCNJ_CCNI2
20	Loss of MECP2 binding ability to the NCoR/SMRT complex	4.61007555551574e-07	3.81709245045012e-06	TBL1X_NCOR1_HDAC3_GPS2_NCOR2_TBL1XR1	7.29354404657717e-05	93	TFAP2D_HDAC7_TFAP2C_HDAC10_TBL1X_PDIA2_MID1_USF2_CAV2_NMI_NR1D1_FOXA1_NR1H2_RARA_NR0B2_ROR1_CREBBP_AJUBA_EP300_ZNF106_HDAC4_THRA_LYL1_PPARGC1A_NCOR1_POU4F2_ATAD2_HDAC11_HDAC3_KMT5B_PPARD_TRIM59_HNF4A_ETV4_DDX54_PGR_CARM1_NR2F1_RORC_RARB_NR1I2_SRA1_ESR2_NR4A2_PTGES2_RXRG_ESRRG_NR5A2_NR1I3_USF1_ZNF217_NCOA3_CITED4_TFAP2E_HDAC8_RXRB_ABCA1_MKX_RORB_POU4F1_TFAP2A_GPS2_GREB1_PAX3_NCOA7_JMY_THRB_DEK_GRIP1_NRIP1_NCOR2_KCTD1_ESRRA_NCOA1_PPARA_KDM3A_RARG_KCTD15_CITED1_ESR1_TBL1XR1_PRMT1_SESTD1_RXRA_ADAMTS12_FAM120B_NR4A1_CITED2_NR1H4_CALCOCO1_CHD9_NR1H3_CRABP2
