#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0045639	Positive regulation of myeloid cell differentiation	3	100	1.16	0.0281	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000437955	TGFB1,STAT3,HIF1A
GO Process	GO:0002221	Pattern recognition receptor signaling pathway	3	101	1.15	0.0289	9606.ENSP00000248244,9606.ENSP00000337383,9606.ENSP00000363089	TICAM1,NLRP3,TLR4
GO Process	GO:0014013	Regulation of gliogenesis	3	101	1.15	0.0289	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000385675	TGFB1,TP53,IL6
GO Process	GO:0050769	Positive regulation of neurogenesis	4	227	0.93	0.0289	9606.ENSP00000221930,9606.ENSP00000346839,9606.ENSP00000385675,9606.ENSP00000437955	TGFB1,FN1,IL6,HIF1A
GO Process	GO:0009651	Response to salt stress	2	24	1.6	0.0291	9606.ENSP00000269305,9606.ENSP00000450482	TP53,BDKRB2
GO Process	GO:0010226	Response to lithium ion	2	24	1.6	0.0291	9606.ENSP00000320866,9606.ENSP00000380252	CALR,NFE2L2
GO Process	GO:0031065	Positive regulation of histone deacetylation	2	24	1.6	0.0291	9606.ENSP00000221930,9606.ENSP00000269305	TGFB1,TP53
GO Process	GO:1901222	Regulation of NIK/NF-kappaB signaling	3	102	1.15	0.0294	9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000363089	CALR,NLRP3,TLR4
GO Process	GO:0042542	Response to hydrogen peroxide	3	103	1.15	0.0301	9606.ENSP00000216117,9606.ENSP00000380252,9606.ENSP00000385675	HMOX1,NFE2L2,IL6
GO Process	GO:0030182	Neuron differentiation	8	1062	0.56	0.0305	9606.ENSP00000264657,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000437955	STAT3,ACSL4,HMGB1,ACSL3,ATL1,JAK2,IL6,HIF1A
GO Process	GO:0062207	Regulation of pattern recognition receptor signaling pathway	3	104	1.14	0.0309	9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000415743	HMGB1,TLR4,CD36
GO Process	GO:0001773	Myeloid dendritic cell activation	2	25	1.58	0.0310	9606.ENSP00000221930,9606.ENSP00000345347	TGFB1,HMGB1
GO Process	GO:0060429	Epithelium development	8	1069	0.56	0.0314	9606.ENSP00000221930,9606.ENSP00000261024,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000371067,9606.ENSP00000398632,9606.ENSP00000437955	TGFB1,SLC40A1,TP53,ATM,SLC7A11,JAK2,CD44,HIF1A
GO Process	GO:0071346	Cellular response to interferon-gamma	3	105	1.14	0.0314	9606.ENSP00000269305,9606.ENSP00000363089,9606.ENSP00000371067	TP53,TLR4,JAK2
GO Process	GO:1903008	Organelle disassembly	3	105	1.14	0.0314	9606.ENSP00000269305,9606.ENSP00000358072,9606.ENSP00000498596	TP53,ATG5,STING1
GO Process	GO:0007586	Digestion	3	106	1.13	0.0321	9606.ENSP00000363089,9606.ENSP00000378897,9606.ENSP00000415743	TLR4,ASAH2,CD36
GO Process	GO:0008015	Blood circulation	5	403	0.78	0.0321	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000263980,9606.ENSP00000358072,9606.ENSP00000450482	HMOX1,TGFB1,SLC9A1,ATG5,BDKRB2
GO Process	GO:0009653	Anatomical structure morphogenesis	12	2229	0.41	0.0321	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000346839,9606.ENSP00000351155,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000437955	HMOX1,TGFB1,SLC40A1,NOX4,STAT3,TP53,ATM,FN1,ATL1,IL6,CD44,HIF1A
GO Process	GO:0001676	Long-chain fatty acid metabolic process	3	107	1.13	0.0328	9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000378897	ACSL4,ACSL3,ASAH2
GO Process	GO:0046716	Muscle cell cellular homeostasis	2	26	1.57	0.0328	9606.ENSP00000221930,9606.ENSP00000437955	TGFB1,HIF1A
GO Process	GO:0003015	Heart process	3	108	1.13	0.0335	9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000358072	NOX4,SLC9A1,ATG5
GO Process	GO:0042102	Positive regulation of T cell proliferation	3	108	1.13	0.0335	9606.ENSP00000345347,9606.ENSP00000371067,9606.ENSP00000385675	HMGB1,JAK2,IL6
GO Process	GO:0033138	Positive regulation of peptidyl-serine phosphorylation	3	110	1.12	0.0350	9606.ENSP00000221930,9606.ENSP00000385675,9606.ENSP00000398632	TGFB1,IL6,CD44
GO Process	GO:0044281	Small molecule metabolic process	10	1645	0.47	0.0353	9606.ENSP00000221930,9606.ENSP00000248923,9606.ENSP00000263317,9606.ENSP00000269305,9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000378897,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000478931	TGFB1,GGT1,NOX4,TP53,ACSL4,ACSL3,ASAH2,CD36,HIF1A,AIFM2
GO Process	GO:0052548	Regulation of endopeptidase activity	5	414	0.76	0.0353	9606.ENSP00000264657,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000371067,9606.ENSP00000398632	STAT3,NLRP3,HMGB1,JAK2,CD44
GO Process	GO:0031058	Positive regulation of histone modification	3	111	1.11	0.0358	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000278616	TGFB1,TP53,ATM
GO Process	GO:0030194	Positive regulation of blood coagulation	2	28	1.54	0.0369	9606.ENSP00000380252,9606.ENSP00000415743	NFE2L2,CD36
GO Process	GO:0032816	Positive regulation of natural killer cell activation	2	28	1.54	0.0369	9606.ENSP00000248244,9606.ENSP00000371067	TICAM1,JAK2
GO Process	GO:0070168	Negative regulation of biomineral tissue development	2	28	1.54	0.0369	9606.ENSP00000221930,9606.ENSP00000437955	TGFB1,HIF1A
GO Process	GO:0071549	Cellular response to dexamethasone stimulus	2	28	1.54	0.0369	9606.ENSP00000221930,9606.ENSP00000371067	TGFB1,JAK2
GO Process	GO:1903055	Positive regulation of extracellular matrix organization	2	28	1.54	0.0369	9606.ENSP00000221930,9606.ENSP00000385675	TGFB1,IL6
GO Process	GO:2000737	Negative regulation of stem cell differentiation	2	28	1.54	0.0369	9606.ENSP00000264657,9606.ENSP00000380252	STAT3,NFE2L2
GO Process	GO:0006913	Nucleocytoplasmic transport	4	248	0.89	0.0376	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000320866	TGFB1,STAT3,TP53,CALR
GO Process	GO:0042063	Gliogenesis	4	248	0.89	0.0376	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000363089	TGFB1,STAT3,TP53,TLR4
GO Process	GO:0046942	Carboxylic acid transport	4	249	0.89	0.0379	9606.ENSP00000280612,9606.ENSP00000367123,9606.ENSP00000415743,9606.ENSP00000450482	SLC7A11,SLC3A2,CD36,BDKRB2
GO Process	GO:0045936	Negative regulation of phosphate metabolic process	5	424	0.75	0.0384	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000450482	TGFB1,HSPB1,STAT3,TP53,BDKRB2
GO Process	GO:0046634	Regulation of alpha-beta T cell activation	3	115	1.1	0.0387	9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000371067	NLRP3,HMGB1,JAK2
GO Process	GO:0070231	T cell apoptotic process	2	29	1.52	0.0387	9606.ENSP00000269305,9606.ENSP00000335062	TP53,PDCD1
GO Process	GO:0070306	Lens fiber cell differentiation	2	29	1.52	0.0387	9606.ENSP00000221930,9606.ENSP00000280612	TGFB1,SLC7A11
GO Process	GO:0071480	Cellular response to gamma radiation	2	29	1.52	0.0387	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
GO Process	GO:0002708	Positive regulation of lymphocyte mediated immunity	3	116	1.09	0.0393	9606.ENSP00000221930,9606.ENSP00000337383,9606.ENSP00000385675	TGFB1,NLRP3,IL6
GO Process	GO:0043406	Positive regulation of MAP kinase activity	3	116	1.09	0.0393	9606.ENSP00000221930,9606.ENSP00000263317,9606.ENSP00000363089	TGFB1,NOX4,TLR4
GO Process	GO:0001558	Regulation of cell growth	5	428	0.75	0.0395	9606.ENSP00000221930,9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000339787,9606.ENSP00000346839	TGFB1,SLC9A1,TP53,ACSL4,FN1
GO Process	GO:0051259	Protein complex oligomerization	4	253	0.88	0.0396	9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000351155,9606.ENSP00000498596	SLC9A1,TP53,ATL1,STING1
GO Process	GO:1901575	Organic substance catabolic process	10	1686	0.45	0.0408	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248923,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000358072,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000398632	HMOX1,TGFB1,GGT1,TP53,ATM,CALR,ATG5,ASAH2,NFE2L2,CD44
GO Process	GO:0032649	Regulation of interferon-gamma production	3	120	1.08	0.0428	9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000371067	HMGB1,TLR4,JAK2
GO Process	GO:0010165	Response to X-ray	2	31	1.49	0.0431	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
GO Process	GO:0045648	Positive regulation of erythrocyte differentiation	2	31	1.49	0.0431	9606.ENSP00000264657,9606.ENSP00000437955	STAT3,HIF1A
GO Process	GO:0032355	Response to estradiol	3	121	1.08	0.0436	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000320866	TGFB1,STAT3,CALR
GO Process	GO:0003018	Vascular process in circulatory system	4	262	0.87	0.0443	9606.ENSP00000221930,9606.ENSP00000358072,9606.ENSP00000415743,9606.ENSP00000450482	TGFB1,ATG5,CD36,BDKRB2
GO Process	GO:0009314	Response to radiation	5	444	0.73	0.0454	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000437955	TGFB1,TP53,ATM,SLC7A11,HIF1A
GO Process	GO:0035794	Positive regulation of mitochondrial membrane permeability	2	32	1.48	0.0454	9606.ENSP00000263980,9606.ENSP00000269305	SLC9A1,TP53
GO Process	GO:0044237	Cellular metabolic process	23	6568	0.23	0.0457	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000350012,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,GGT1,SLC40A1,NOX4,STAT3,TP53,ATM,SLC7A11,CALR,ACSL4,HMGB1,ACSL3,ATG5,TLR4,JAK2,ASAH2,NFE2L2,CD36,HIF1A,AIFM2,STING1
GO Process	GO:0003206	Cardiac chamber morphogenesis	3	124	1.07	0.0462	9606.ENSP00000221930,9606.ENSP00000269305,9606.ENSP00000437955	TGFB1,TP53,HIF1A
GO Process	GO:0048468	Cell development	10	1719	0.45	0.0462	9606.ENSP00000221930,9606.ENSP00000278616,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000351155,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000437955	TGFB1,ATM,HMGB1,FN1,ATL1,ATG5,TLR4,JAK2,IL6,HIF1A
GO Process	GO:2000278	Regulation of DNA biosynthetic process	3	124	1.07	0.0462	9606.ENSP00000263317,9606.ENSP00000269305,9606.ENSP00000278616	NOX4,TP53,ATM
GO Process	GO:0000096	Sulfur amino acid metabolic process	2	33	1.46	0.0474	9606.ENSP00000248923,9606.ENSP00000263317	GGT1,NOX4
GO Process	GO:0006611	Protein export from nucleus	2	33	1.46	0.0474	9606.ENSP00000221930,9606.ENSP00000320866	TGFB1,CALR
GO Process	GO:0006984	ER-nucleus signaling pathway	2	33	1.46	0.0474	9606.ENSP00000269305,9606.ENSP00000380252	TP53,NFE2L2
GO Process	GO:0016572	Histone phosphorylation	2	33	1.46	0.0474	9606.ENSP00000278616,9606.ENSP00000371067	ATM,JAK2
GO Process	GO:0089718	Amino acid import across plasma membrane	2	33	1.46	0.0474	9606.ENSP00000280612,9606.ENSP00000367123	SLC7A11,SLC3A2
GO Process	GO:0016477	Cell migration	7	903	0.57	0.0482	9606.ENSP00000221930,9606.ENSP00000263980,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000385675,9606.ENSP00000398632,9606.ENSP00000437955	TGFB1,SLC9A1,HMGB1,FN1,IL6,CD44,HIF1A
GO Process	GO:0002253	Activation of immune response	4	271	0.85	0.0485	9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000386559,9606.ENSP00000498596	HMGB1,TLR4,CD8A,STING1
GO Process	GO:0048147	Negative regulation of fibroblast proliferation	2	34	1.45	0.0492	9606.ENSP00000269305,9606.ENSP00000273550	TP53,FTH1
GO Process	GO:0050790	Regulation of catalytic activity	12	2370	0.39	0.0492	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000398632,9606.ENSP00000437955	TGFB1,HSPB1,NOX4,STAT3,TP53,NLRP3,HMGB1,FN1,TLR4,JAK2,CD44,HIF1A
GO Process	GO:0030183	B cell differentiation	3	129	1.05	0.0497	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000385675	TP53,ATM,IL6
GO Process	GO:0043280	Positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	3	129	1.05	0.0497	9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000371067	NLRP3,HMGB1,JAK2
GO Process	GO:0051338	Regulation of transferase activity	7	912	0.57	0.0499	9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000269305,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000398632	TGFB1,HSPB1,NOX4,TP53,TLR4,JAK2,CD44
GO Function	GO:0005102	Signaling receptor binding	14	1499	0.65	0.0024	9606.ENSP00000221930,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000415743,9606.ENSP00000450482	TGFB1,STAT3,TP53,CALR,HMGB1,FN1,S100A4,TLR4,JAK2,IL6,TF,CD8A,CD36,BDKRB2
GO Function	GO:0005515	Protein binding	31	7242	0.31	0.0024	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398410,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000453177,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,HSPB1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,ATM,CALR,NLRP3,HMGB1,FN1,ACSL3,ATL1,S100A4,TLR4,SLC3A2,JAK2,NFE2L2,IL6,TF,CD8A,KDM8,CD36,HIF1A,BDKRB2,TRIM69,STING1
GO Function	GO:0019899	Enzyme binding	16	2084	0.57	0.0024	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000371067,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,HSPB1,NOX4,SLC9A1,STAT3,TP53,CALR,HMGB1,FN1,ACSL3,JAK2,HIF1A,BDKRB2,STING1
GO Function	GO:0042802	Identical protein binding	16	2144	0.55	0.0024	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000261024,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000337383,9606.ENSP00000346839,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000453177,9606.ENSP00000498596	HMOX1,TGFB1,HSPB1,SLC40A1,STAT3,TP53,FTH1,ATM,NLRP3,FN1,ATL1,S100A4,TLR4,JAK2,TRIM69,STING1
GO Function	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	8	353	1.04	0.0024	9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000380252,9606.ENSP00000437955,9606.ENSP00000498596	HSPB1,STAT3,TP53,CALR,HMGB1,NFE2L2,HIF1A,STING1
GO Function	GO:0140297	DNA-binding transcription factor binding	9	484	0.95	0.0024	9606.ENSP00000248553,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000380252,9606.ENSP00000437955,9606.ENSP00000498596	HSPB1,STAT3,TP53,CALR,NLRP3,HMGB1,NFE2L2,HIF1A,STING1
GO Function	GO:0019901	Protein kinase binding	9	702	0.79	0.0074	9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000263317,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000350012,9606.ENSP00000371067,9606.ENSP00000437955,9606.ENSP00000498596	TICAM1,HSPB1,NOX4,STAT3,TP53,ACSL3,JAK2,HIF1A,STING1
GO Function	GO:0090433	palmitoyl-CoA ligase activity	2	3	2.51	0.0207	9606.ENSP00000339787,9606.ENSP00000350012	ACSL4,ACSL3
GO Component	GO:0012505	Endomembrane system	27	4721	0.44	3.41e-05	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482,9606.ENSP00000498596	HMOX1,TGFB1,TICAM1,SLC40A1,NOX4,SLC9A1,TP53,FTH1,SLC7A11,CALR,NLRP3,ACSL4,HMGB1,FN1,ACSL3,ATL1,TLR4,JAK2,MMRN1,ASAH2,NFE2L2,IL6,TF,CD44,CD36,BDKRB2,STING1
GO Component	GO:0071944	Cell periphery	30	6015	0.38	3.41e-05	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000335062,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000357704,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TGFB1,HSPB1,GGT1,SLC40A1,NOX4,SLC9A1,STAT3,SLC7A11,CALR,PDCD1,ACSL4,HMGB1,FN1,ACSL3,S100A4,TLR4,SLC3A2,JAK2,MMRN1,ASAH2,NFE2L2,IL6,TF,CD8A,CD44,CD36,BDKRB2,AIFM2,STING1
GO Component	GO:0005886	Plasma membrane	28	5544	0.38	5.33e-05	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000248553,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000335062,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TGFB1,HSPB1,GGT1,SLC40A1,NOX4,SLC9A1,STAT3,SLC7A11,CALR,PDCD1,ACSL4,HMGB1,FN1,ACSL3,TLR4,SLC3A2,JAK2,ASAH2,NFE2L2,IL6,TF,CD8A,CD44,CD36,BDKRB2,AIFM2,STING1
GO Component	GO:0031982	Vesicle	24	3957	0.46	5.33e-05	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000263980,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482,9606.ENSP00000498596	TGFB1,TICAM1,HSPB1,GGT1,SLC40A1,SLC9A1,FTH1,ATM,CALR,ACSL4,HMGB1,FN1,S100A4,ATG5,TLR4,SLC3A2,JAK2,MMRN1,ASAH2,TF,CD44,CD36,BDKRB2,STING1
GO Component	GO:0032991	Protein-containing complex	28	5506	0.39	5.33e-05	9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000248923,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000498596	TGFB1,HLF,TICAM1,HSPB1,GGT1,NOX4,SLC9A1,STAT3,TP53,FTH1,ATM,CALR,NLRP3,HMGB1,FN1,ATG5,TLR4,SLC3A2,JAK2,MMRN1,NFE2L2,IL6,TF,CD8A,CD44,CD36,HIF1A,STING1
GO Component	GO:0009986	Cell surface	12	894	0.81	6.38e-05	9606.ENSP00000221930,9606.ENSP00000263980,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000335062,9606.ENSP00000345347,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743	TGFB1,SLC9A1,SLC7A11,CALR,PDCD1,HMGB1,TLR4,SLC3A2,TF,CD8A,CD44,CD36
GO Component	GO:0031410	Cytoplasmic vesicle	18	2482	0.54	0.00021	9606.ENSP00000221930,9606.ENSP00000248244,9606.ENSP00000261024,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000320866,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000450482,9606.ENSP00000498596	TGFB1,TICAM1,SLC40A1,FTH1,ATM,CALR,HMGB1,FN1,ATG5,TLR4,SLC3A2,JAK2,MMRN1,TF,CD44,CD36,BDKRB2,STING1
GO Component	GO:0043231	Intracellular membrane-bounded organelle	39	12149	0.19	0.00021	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000226067,9606.ENSP00000248244,9606.ENSP00000248553,9606.ENSP00000248923,9606.ENSP00000261024,9606.ENSP00000263317,9606.ENSP00000263980,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000273550,9606.ENSP00000278616,9606.ENSP00000280612,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000345347,9606.ENSP00000346839,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000357704,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000371067,9606.ENSP00000378431,9606.ENSP00000378897,9606.ENSP00000380252,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000398410,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000437955,9606.ENSP00000450482,9606.ENSP00000453177,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TGFB1,HLF,TICAM1,HSPB1,GGT1,SLC40A1,NOX4,SLC9A1,STAT3,TP53,FTH1,ATM,SLC7A11,CALR,NLRP3,ACSL4,HMGB1,FN1,ACSL3,ATL1,S100A4,ATG5,TLR4,SLC3A2,JAK2,MMRN1,ASAH2,NFE2L2,IL6,TF,KDM8,CD44,CD36,HIF1A,BDKRB2,TRIM69,AIFM2,STING1
GO Component	GO:0043235	Receptor complex	8	418	0.96	0.00046	9606.ENSP00000221930,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000385834,9606.ENSP00000386559,9606.ENSP00000398632,9606.ENSP00000415743	TGFB1,TLR4,JAK2,IL6,TF,CD8A,CD44,CD36
GO Component	GO:0098588	Bounding membrane of organelle	16	2125	0.56	0.00047	9606.ENSP00000216117,9606.ENSP00000248244,9606.ENSP00000320866,9606.ENSP00000337383,9606.ENSP00000339787,9606.ENSP00000350012,9606.ENSP00000351155,9606.ENSP00000358072,9606.ENSP00000363089,9606.ENSP00000367123,9606.ENSP00000378897,9606.ENSP00000385834,9606.ENSP00000398632,9606.ENSP00000415743,9606.ENSP00000478931,9606.ENSP00000498596	HMOX1,TICAM1,CALR,NLRP3,ACSL4,ACSL3,ATL1,ATG5,TLR4,SLC3A2,ASAH2,TF,CD44,CD36,AIFM2,STING1
GO Component	GO:0044853	Plasma membrane raft	5	109	1.34	0.00064	9606.ENSP00000216117,9606.ENSP00000371067,9606.ENSP00000378897,9606.ENSP00000386559,9606.ENSP00000415743	HMOX1,JAK2,ASAH2,CD8A,CD36
